Dre Gene ID	Dre Protein ID	Dre Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSDARP00000089091	ENSDARG00000068123	gkap1	ENSPKIP00000004591	ENSPKIG00000021632	gkap1
ENSDARP00000110023	ENSDARG00000061946	commd4	ENSPKIP00000023188	ENSPKIG00000006908	commd4
ENSDARP00000132970	ENSDARG00000099921	tbce	ENSPKIP00000026916	ENSPKIG00000009157	tbce
ENSDARP00000097865	ENSDARG00000078355	zc3h4	ENSPKIP00000023289	ENSPKIG00000006977	zc3h4
ENSDARP00000113593	ENSDARG00000068247	luzp2	ENSPKIP00000007012	ENSPKIG00000023061	luzp2
ENSDARP00000105776	ENSDARG00000089920	mlip	ENSPKIP00000037922	ENSPKIG00000015925	
ENSDARP00000086334	ENSDARG00000063100	psmd14	ENSPKIP00000033211	ENSPKIG00000012919	psmd14
ENSDARP00000052341	ENSDARG00000036055	thap11	ENSPKIP00000013977	ENSPKIG00000001208	thap11
ENSDARP00000119414	ENSDARG00000069342	zgc:153115	ENSPKIP00000024262	ENSPKIG00000007585	zgc:153115
ENSDARP00000118594	ENSDARG00000058679	zmat1	ENSPKIP00000038971	ENSPKIG00000016531	
ENSDARP00000137821	ENSDARG00000100435	sec22bb	ENSPKIP00000036594	ENSPKIG00000015103	sec22bb
ENSDARP00000122374	ENSDARG00000026664	uri1	ENSPKIP00000018993	ENSPKIG00000004345	uri1
ENSDARP00000013943	ENSDARG00000018553	ifih1	ENSPKIP00000013751	ENSPKIG00000001054	ifih1
ENSDARP00000065673	ENSDARG00000044694	fyb1b	ENSPKIP00000002543	ENSPKIG00000020394	fyb1b
ENSDARP00000147421	ENSDARG00000032056	arl6	ENSPKIP00000004143	ENSPKIG00000021369	arl6
ENSDARP00000094522	ENSDARG00000013729	srsf6a	ENSPKIP00000011506	ENSPKIG00000018463	SRSF6
ENSDARP00000127991	ENSDARG00000015263	adma	ENSPKIP00000039897	ENSPKIG00000017086	adma
ENSDARP00000141781	ENSDARG00000101360	si:ch211-215e19.6	ENSPKIP00000011434	ENSPKIG00000018529	
ENSDARP00000127918	ENSDARG00000076988	znf839	ENSPKIP00000026554	ENSPKIG00000008996	znf839
ENSDARP00000096390	ENSDARG00000071439	si:dkey-121a9.3	ENSPKIP00000038329	ENSPKIG00000016150	si:dkey-121a9.3
ENSDARP00000140575	ENSDARG00000100741	cdc20	ENSPKIP00000026209	ENSPKIG00000008772	cdc20
ENSDARP00000062091	ENSDARG00000042344	trmt6	ENSPKIP00000017589	ENSPKIG00000003441	trmt6
ENSDARP00000117618	ENSDARG00000040302	osgin2	ENSPKIP00000012659	ENSPKIG00000000385	osgin2
ENSDARP00000023547	ENSDARG00000003584	pla2g7	ENSPKIP00000031940	ENSPKIG00000012237	pla2g7
ENSDARP00000119616	ENSDARG00000011961	csrp2	ENSPKIP00000001997	ENSPKIG00000020060	csrp2
ENSDARP00000066627	ENSDARG00000045304	mtfr1	ENSPKIP00000025259	ENSPKIG00000008201	mtfr1
ENSDARP00000114278	ENSDARG00000075614	apoc4	ENSPKIP00000009141	ENSPKIG00000024359	
ENSDARP00000135963	ENSDARG00000006192	gatad2ab	ENSPKIP00000029101	ENSPKIG00000010439	GATAD2A
ENSDARP00000126938	ENSDARG00000096597	dmac2	ENSPKIP00000025853	ENSPKIG00000008562	dmac2
ENSDARP00000094101	ENSDARG00000023104	scaper	ENSPKIP00000015031	ENSPKIG00000001843	scaper
ENSDARP00000120361	ENSDARG00000076903	bend3	ENSPKIP00000012528	ENSPKIG00000000294	bend3
ENSDARP00000125864	ENSDARG00000062664	oxnad1	ENSPKIP00000032423	ENSPKIG00000012530	oxnad1
ENSDARP00000120232	ENSDARG00000092347	katnip	ENSPKIP00000027580	ENSPKIG00000009584	
ENSDARP00000057314	ENSDARG00000039229	cep78	ENSPKIP00000003818	ENSPKIG00000021157	cep78
ENSDARP00000091074	ENSDARG00000069109	znrd2	ENSPKIP00000019396	ENSPKIG00000004583	znrd2
ENSDARP00000117266	ENSDARG00000034883	acbd5a	ENSPKIP00000028415	ENSPKIG00000010077	acbd5a
ENSDARP00000129232	ENSDARG00000076586	csf2rb	ENSPKIP00000014180	ENSPKIG00000001341	
ENSDARP00000075711	ENSDARG00000030262	si:ch211-220i18.4	ENSPKIP00000038439	ENSPKIG00000016199	si:ch211-220i18.4
ENSDARP00000116868	ENSDARG00000044695	ccdc80l2	ENSPKIP00000002598	ENSPKIG00000020440	ccdc80l2
ENSDARP00000129934	ENSDARG00000104047	misp	ENSPKIP00000031869	ENSPKIG00000012191	
ENSDARP00000106596	ENSDARG00000088048	fgf18a	ENSPKIP00000039515	ENSPKIG00000016851	fgf18a
ENSDARP00000138207	ENSDARG00000100946	si:ch211-212k18.9	ENSPKIP00000023994	ENSPKIG00000007419	
ENSDARP00000053309	ENSDARG00000036704	tmem18	ENSPKIP00000035771	ENSPKIG00000014597	tmem18
ENSDARP00000076041	ENSDARG00000058682	cd8b	ENSPKIP00000012346	ENSPKIG00000000172	
ENSDARP00000141446	ENSDARG00000102436	wizb	ENSPKIP00000025385	ENSPKIG00000008281	wizb
ENSDARP00000140632	ENSDARG00000104437	aip	ENSPKIP00000009868	ENSPKIG00000024802	aip
ENSDARP00000008019	ENSDARG00000014866	hprt1l	ENSPKIP00000028617	ENSPKIG00000010177	hprt1l
ENSDARP00000100503	ENSDARG00000004906	stip1	ENSPKIP00000025660	ENSPKIG00000008434	stip1
ENSDARP00000058964	ENSDARG00000040295	apoeb	ENSPKIP00000009116	ENSPKIG00000024347	apoeb
ENSDARP00000006812	ENSDARG00000009753	sf3b6	ENSPKIP00000032072	ENSPKIG00000012311	sf3b6
ENSDARP00000092015	ENSDARG00000069518	aqp3b	ENSPKIP00000018449	ENSPKIG00000004013	aqp3b
ENSDARP00000123554	ENSDARG00000092882	katnip	ENSPKIP00000027643	ENSPKIG00000009614	
ENSDARP00000108943	ENSDARG00000007349	dmrt1	ENSPKIP00000015286	ENSPKIG00000002053	dmrt1
ENSDARP00000136702	ENSDARG00000077998	nitr3a	ENSPKIP00000009485	ENSPKIG00000024584	
ENSDARP00000127727	ENSDARG00000097543	cbx6b	ENSPKIP00000018661	ENSPKIG00000004143	cbx6a
ENSDARP00000106752	ENSDARG00000016918	ace2	ENSPKIP00000033366	ENSPKIG00000013075	ace2
ENSDARP00000076399	ENSDARG00000058978	zgc:113423	ENSPKIP00000004552	ENSPKIG00000021618	zgc:113423
ENSDARP00000121365	ENSDARG00000028949	zbtb26	ENSPKIP00000035573	ENSPKIG00000014483	zbtb26
ENSDARP00000066505	ENSDARG00000045230	cox6b1	ENSPKIP00000027677	ENSPKIG00000009630	cox6b1
ENSDARP00000100010	ENSDARG00000075034	raver2	ENSPKIP00000000840	ENSPKIG00000019357	raver2
ENSDARP00000022647	ENSDARG00000013382	cwc15	ENSPKIP00000001926	ENSPKIG00000020021	cwc15
ENSDARP00000131149	ENSDARG00000060005	mtrf1l	ENSPKIP00000003416	ENSPKIG00000020934	mtrf1l
ENSDARP00000003412	ENSDARG00000011488	sirt2	ENSPKIP00000025763	ENSPKIG00000008494	sirt2
ENSDARP00000120704	ENSDARG00000055314	mcmbp	ENSPKIP00000021017	ENSPKIG00000005579	mcmbp
ENSDARP00000094552	ENSDARG00000053934	hdhd3	ENSPKIP00000001373	ENSPKIG00000019695	hdhd3
ENSDARP00000120648	ENSDARG00000095300	mxra7	ENSPKIP00000007108	ENSPKIG00000023137	
ENSDARP00000142505	ENSDARG00000105460	si:ch73-54f23.4	ENSPKIP00000014928	ENSPKIG00000001819	si:ch73-54f23.4
ENSDARP00000121705	ENSDARG00000040303	nbn	ENSPKIP00000012676	ENSPKIG00000000399	nbn
ENSDARP00000027662	ENSDARG00000009001	pdia6	ENSPKIP00000012186	ENSPKIG00000000066	pdia6
ENSDARP00000085221	ENSDARG00000062631	npffr1l2	ENSPKIP00000030736	ENSPKIG00000011483	npffr1l2
ENSDARP00000015108	ENSDARG00000011785	tbx6	ENSPKIP00000015392	ENSPKIG00000002118	tbx6
ENSDARP00000037614	ENSDARG00000023151	ucp1	ENSPKIP00000036549	ENSPKIG00000015063	ucp1
ENSDARP00000126946	ENSDARG00000096628	buc2l	ENSPKIP00000031072	ENSPKIG00000011714	
ENSDARP00000113701	ENSDARG00000059835	zfyve27	ENSPKIP00000037812	ENSPKIG00000015847	zfyve27
ENSDARP00000128121	ENSDARG00000074326	mcm8	ENSPKIP00000037519	ENSPKIG00000015648	mcm8
ENSDARP00000109919	ENSDARG00000057857	arfrp1	ENSPKIP00000021889	ENSPKIG00000006104	arfrp1
ENSDARP00000115161	ENSDARG00000062873	slc2a11l	ENSPKIP00000006137	ENSPKIG00000022531	slc2a11l
ENSDARP00000089759	ENSDARG00000055595	clul1	ENSPKIP00000029791	ENSPKIG00000010884	clul1
ENSDARP00000133419	ENSDARG00000074644	spock1	ENSPKIP00000037711	ENSPKIG00000015769	spock1
ENSDARP00000113995	ENSDARG00000092134	rad54b	ENSPKIP00000036385	ENSPKIG00000014974	rad54b
ENSDARP00000071856	ENSDARG00000055106	znf148	ENSPKIP00000038972	ENSPKIG00000016467	znf148
ENSDARP00000069449	ENSDARG00000053010	lpcat2	ENSPKIP00000004616	ENSPKIG00000021649	lpcat2
ENSDARP00000116633	ENSDARG00000069106	fam89b	ENSPKIP00000019333	ENSPKIG00000004547	fam89b
ENSDARP00000094574	ENSDARG00000016138	nme6	ENSPKIP00000019985	ENSPKIG00000004932	nme6
ENSDARP00000060225	ENSDARG00000018671	si:ch211-262i1.4	ENSPKIP00000031907	ENSPKIG00000012217	si:ch211-262i1.4
ENSDARP00000019311	ENSDARG00000006915	arl8ba	ENSPKIP00000010326	ENSPKIG00000025083	arl8ba
ENSDARP00000132129	ENSDARG00000099424	lcat	ENSPKIP00000036531	ENSPKIG00000015064	lcat
ENSDARP00000084834	ENSDARG00000062471	tafa4b	ENSPKIP00000005989	ENSPKIG00000022452	TAFA4
ENSDARP00000121830	ENSDARG00000061437	inpp5f	ENSPKIP00000020926	ENSPKIG00000005502	inpp5f
ENSDARP00000065841	ENSDARG00000044797	cd8a	ENSPKIP00000038995	ENSPKIG00000016548	
ENSDARP00000107677	ENSDARG00000038835	ppid	ENSPKIP00000000033	ENSPKIG00000018848	ppid
ENSDARP00000096423	ENSDARG00000071449	fam234a	ENSPKIP00000002300	ENSPKIG00000020248	
ENSDARP00000116630	ENSDARG00000045747	cped1	ENSPKIP00000038151	ENSPKIG00000016047	cped1
ENSDARP00000106362	ENSDARG00000013968	psap	ENSPKIP00000022462	ENSPKIG00000006454	psap
ENSDARP00000108816	ENSDARG00000088044	si:ch73-139j3.4	ENSPKIP00000030490	ENSPKIG00000011326	
ENSDARP00000150333	ENSDARG00000068021	ece2a	ENSPKIP00000035852	ENSPKIG00000014637	ece2a
ENSDARP00000101860	ENSDARG00000075461	kmt5c	ENSPKIP00000003044	ENSPKIG00000020704	
ENSDARP00000137571	ENSDARG00000102741	sumo2b	ENSPKIP00000007673	ENSPKIG00000023479	sumo2b
ENSDARP00000150708	ENSDARG00000104846	atg10	ENSPKIP00000022451	ENSPKIG00000006450	atg10
ENSDARP00000116870	ENSDARG00000058658	si:dkey-178e17.3	ENSPKIP00000015171	ENSPKIG00000001980	si:dkey-178e17.3
ENSDARP00000005394	ENSDARG00000012563	pdss2	ENSPKIP00000012505	ENSPKIG00000000271	pdss2
ENSDARP00000129921	ENSDARG00000101859	mnta	ENSPKIP00000021468	ENSPKIG00000005854	mnta
ENSDARP00000122918	ENSDARG00000092383	snorc	ENSPKIP00000022409	ENSPKIG00000006424	
ENSDARP00000099679	ENSDARG00000073813	scly	ENSPKIP00000014979	ENSPKIG00000001841	scly
ENSDARP00000021896	ENSDARG00000008472	apex2	ENSPKIP00000024539	ENSPKIG00000007752	apex2
ENSDARP00000092020	ENSDARG00000069521	vps29	ENSPKIP00000037866	ENSPKIG00000015881	vps29
ENSDARP00000132120	ENSDARG00000079150	si:ch211-276i12.9	ENSPKIP00000020721	ENSPKIG00000005398	
ENSDARP00000074163	ENSDARG00000057110	slc25a1a	ENSPKIP00000012122	ENSPKIG00000000028	slc25a1a
ENSDARP00000033509	ENSDARG00000075650	vps26c	ENSPKIP00000035252	ENSPKIG00000014271	vps26c
ENSDARP00000058619	ENSDARG00000040081	zp3d.1	ENSPKIP00000009858	ENSPKIG00000024798	zp3d.1
ENSDARP00000058727	ENSDARG00000040152	nek4	ENSPKIP00000009010	ENSPKIG00000024277	nek4
ENSDARP00000066804	ENSDARG00000045427	si:dkey-96n2.3	ENSPKIP00000003093	ENSPKIG00000020737	si:dkey-96n2.3
ENSDARP00000125930	ENSDARG00000033012	pcnt	ENSPKIP00000008382	ENSPKIG00000023895	pcnt
ENSDARP00000065754	ENSDARG00000069525	gpn3	ENSPKIP00000037814	ENSPKIG00000015849	gpn3
ENSDARP00000058969	ENSDARG00000040300	gtpbp10	ENSPKIP00000012621	ENSPKIG00000000352	gtpbp10
ENSDARP00000006940	ENSDARG00000015123	dnase1l4.1	ENSPKIP00000034094	ENSPKIG00000013552	dnase1l4.2
ENSDARP00000048094	ENSDARG00000034060	elac2	ENSPKIP00000035839	ENSPKIG00000014594	elac2
ENSDARP00000120516	ENSDARG00000095007		ENSPKIP00000014163	ENSPKIG00000001329	
ENSDARP00000130970	ENSDARG00000100231	ccdc135	ENSPKIP00000036485	ENSPKIG00000015031	ccdc135
ENSDARP00000092634	ENSDARG00000069795	zgc:154058	ENSPKIP00000032082	ENSPKIG00000012318	zgc:154058
ENSDARP00000019931	ENSDARG00000015869	slc22a16	ENSPKIP00000033905	ENSPKIG00000013446	slc22a16
ENSDARP00000002108	ENSDARG00000004956	zmat2	ENSPKIP00000041068	ENSPKIG00000017778	zmat2
ENSDARP00000117572	ENSDARG00000000394	matr3l1.2	ENSPKIP00000012595	ENSPKIG00000000333	matr3l1.2
ENSDARP00000112151	ENSDARG00000054374	alg13	ENSPKIP00000038080	ENSPKIG00000015998	alg13
ENSDARP00000119074	ENSDARG00000076135	mmrn2a	ENSPKIP00000030648	ENSPKIG00000011431	
ENSDARP00000129956	ENSDARG00000101630	si:dkey-8l13.5	ENSPKIP00000033359	ENSPKIG00000013104	si:dkey-8l13.5
ENSDARP00000075074	ENSDARG00000057882	arpc3	ENSPKIP00000037764	ENSPKIG00000015814	ARPC3
ENSDARP00000064512	ENSDARG00000043934	il17a/f2	ENSPKIP00000024237	ENSPKIG00000007579	
ENSDARP00000114649	ENSDARG00000020866	apoa4b.2	ENSPKIP00000009091	ENSPKIG00000024330	
ENSDARP00000076814	ENSDARG00000059298	spcs1	ENSPKIP00000035698	ENSPKIG00000014547	spcs1
ENSDARP00000083509	ENSDARG00000061992	dot1l	ENSPKIP00000041353	ENSPKIG00000017910	dot1l
ENSDARP00000088818	ENSDARG00000067984	gas1b	ENSPKIP00000017397	ENSPKIG00000003338	gas1b
ENSDARP00000141347	ENSDARG00000103145	cdk2ap2	ENSPKIP00000009885	ENSPKIG00000024810	cdk2ap2
ENSDARP00000016138	ENSDARG00000010487	sae1	ENSPKIP00000023372	ENSPKIG00000007025	sae1
ENSDARP00000091825	ENSDARG00000069428	slbp2	ENSPKIP00000026175	ENSPKIG00000008757	slbp2
ENSDARP00000047451	ENSDARG00000031775	ube2s	ENSPKIP00000032242	ENSPKIG00000012412	ube2s
ENSDARP00000139130	ENSDARG00000079296	gcga	ENSPKIP00000013963	ENSPKIG00000001190	gcga
ENSDARP00000072692	ENSDARG00000055838	mettl16	ENSPKIP00000011498	ENSPKIG00000018552	mettl16
ENSDARP00000124100	ENSDARG00000037008	bscl2	ENSPKIP00000010476	ENSPKIG00000025182	BSCL2
ENSDARP00000033740	ENSDARG00000028321	synj2bp	ENSPKIP00000015365	ENSPKIG00000002119	synj2bp
ENSDARP00000055170	ENSDARG00000005414	grapa	ENSPKIP00000034133	ENSPKIG00000013572	grapa
ENSDARP00000154108	ENSDARG00000043684	bpnt1	ENSPKIP00000017919	ENSPKIG00000003629	bpnt1
ENSDARP00000118592	ENSDARG00000021154	zgc:92040	ENSPKIP00000015324	ENSPKIG00000002088	zgc:92040
ENSDARP00000101271	ENSDARG00000078261	nphp3	ENSPKIP00000040573	ENSPKIG00000017478	nphp3
ENSDARP00000142576	ENSDARG00000095705	cdpf1	ENSPKIP00000005463	ENSPKIG00000022122	cdpf1
ENSDARP00000093941	ENSDARG00000063882	cox19	ENSPKIP00000010275	ENSPKIG00000025052	cox19
ENSDARP00000043865	ENSDARG00000004576	plk4	ENSPKIP00000035449	ENSPKIG00000014404	plk4
ENSDARP00000119156	ENSDARG00000075612	ercc6	ENSPKIP00000039819	ENSPKIG00000017015	ercc6
ENSDARP00000121190	ENSDARG00000092170	apoc1	ENSPKIP00000009132	ENSPKIG00000024353	
ENSDARP00000056711	ENSDARG00000038834	etfdh	ENSPKIP00000011238	ENSPKIG00000018789	etfdh
ENSDARP00000085122	ENSDARG00000062585	brat1	ENSPKIP00000031032	ENSPKIG00000011698	brat1
ENSDARP00000111416	ENSDARG00000044282	smc5	ENSPKIP00000029505	ENSPKIG00000010713	smc5
ENSDARP00000116763	ENSDARG00000028379	trub2	ENSPKIP00000001507	ENSPKIG00000019769	trub2
ENSDARP00000121677	ENSDARG00000020509	srd5a1	ENSPKIP00000008840	ENSPKIG00000024172	srd5a1
ENSDARP00000060824	ENSDARG00000041492	si:ch211-196f5.2	ENSPKIP00000024650	ENSPKIG00000007817	si:ch211-196f5.2
ENSDARP00000009441	ENSDARG00000013802	pcid2	ENSPKIP00000027725	ENSPKIG00000009646	pcid2
ENSDARP00000117356	ENSDARG00000092558	or61a1	ENSPKIP00000011921	ENSPKIG00000018327	
ENSDARP00000048437	ENSDARG00000034988	asb4	ENSPKIP00000014690	ENSPKIG00000001670	asb4
ENSDARP00000125073	ENSDARG00000061621	them4	ENSPKIP00000037729	ENSPKIG00000015792	them4
ENSDARP00000127127	ENSDARG00000090623	si:dkeyp-106c3.1	ENSPKIP00000014025	ENSPKIG00000001230	
ENSDARP00000064211	ENSDARG00000043728	srek1ip1	ENSPKIP00000011095	ENSPKIG00000025540	srek1ip1
ENSDARP00000126907	ENSDARG00000089549	baalcb	ENSPKIP00000020016	ENSPKIG00000004955	
ENSDARP00000109375	ENSDARG00000012403	ercc6l2	ENSPKIP00000039460	ENSPKIG00000016799	ercc6l2
ENSDARP00000131263	ENSDARG00000104197	ptpn22	ENSPKIP00000029831	ENSPKIG00000010916	ptpn22
ENSDARP00000145129	ENSDARG00000010732	xrcc4	ENSPKIP00000022293	ENSPKIG00000006359	xrcc4
ENSDARP00000064209	ENSDARG00000043727	cwc27	ENSPKIP00000011092	ENSPKIG00000025538	cwc27
ENSDARP00000123104	ENSDARG00000074170	fbxo4	ENSPKIP00000040271	ENSPKIG00000017303	fbxo4
ENSDARP00000129692	ENSDARG00000070922	cnbpb	ENSPKIP00000009518	ENSPKIG00000024603	cnbpb
ENSDARP00000087478	ENSDARG00000063588	uba5	ENSPKIP00000040518	ENSPKIG00000017444	uba5
ENSDARP00000013509	ENSDARG00000013005	opcml	ENSPKIP00000019365	ENSPKIG00000004566	opcml
ENSDARP00000043801	ENSDARG00000034825	uspl1	ENSPKIP00000038015	ENSPKIG00000015972	
ENSDARP00000072786	ENSDARG00000055917	nipa1	ENSPKIP00000006796	ENSPKIG00000022922	nipa1
ENSDARP00000108376	ENSDARG00000076800	tnfrsf18	ENSPKIP00000013738	ENSPKIG00000001061	
ENSDARP00000084502	ENSDARG00000062355	axdnd1	ENSPKIP00000017057	ENSPKIG00000003124	axdnd1
ENSDARP00000124976	ENSDARG00000073866	tdp1	ENSPKIP00000026939	ENSPKIG00000009178	tdp1
ENSDARP00000118932	ENSDARG00000035914	tmem167a	ENSPKIP00000034861	ENSPKIG00000013964	TMEM167A
ENSDARP00000010071	ENSDARG00000009745	fbxw2	ENSPKIP00000009509	ENSPKIG00000024600	fbxw2
ENSDARP00000070897	ENSDARG00000054253	sobpa	ENSPKIP00000012465	ENSPKIG00000000247	sobpa
ENSDARP00000005238	ENSDARG00000009681	med27	ENSPKIP00000042073	ENSPKIG00000018804	med27
ENSDARP00000124148	ENSDARG00000095821	si:dkey-122a22.2	ENSPKIP00000041707	ENSPKIG00000018144	si:dkey-122a22.2
ENSDARP00000112600	ENSDARG00000033957	trmt44	ENSPKIP00000019535	ENSPKIG00000004663	trmt44
ENSDARP00000095090	ENSDARG00000070830	zgc:136858	ENSPKIP00000034132	ENSPKIG00000013571	zgc:136858
ENSDARP00000121853	ENSDARG00000075632	rad9b	ENSPKIP00000023324	ENSPKIG00000007002	rad9b
ENSDARP00000101881	ENSDARG00000074836	setmar	ENSPKIP00000001841	ENSPKIG00000019979	setmar
ENSDARP00000059419	ENSDARG00000055955	lcp2a	ENSPKIP00000041039	ENSPKIG00000017751	lcp2a
ENSDARP00000010454	ENSDARG00000074248	tmem237b	ENSPKIP00000017354	ENSPKIG00000003302	tmem237b
ENSDARP00000129699	ENSDARG00000027867	paplna	ENSPKIP00000024470	ENSPKIG00000007713	paplna
ENSDARP00000116695	ENSDARG00000035571	abhd17b	ENSPKIP00000013461	ENSPKIG00000000894	abhd17b
ENSDARP00000079687	ENSDARG00000054251	slc66a3	ENSPKIP00000012235	ENSPKIG00000000100	slc66a3
ENSDARP00000131114	ENSDARG00000098679	nup85	ENSPKIP00000007743	ENSPKIG00000023507	nup85
ENSDARP00000104905	ENSDARG00000090108	dbndd1	ENSPKIP00000001542	ENSPKIG00000019788	DBNDD1
ENSDARP00000020361	ENSDARG00000005643	gcat	ENSPKIP00000022776	ENSPKIG00000006643	gcat
ENSDARP00000038309	ENSDARG00000005574	vsx2	ENSPKIP00000018083	ENSPKIG00000003775	vsx2
ENSDARP00000098356	ENSDARG00000078754	gra	ENSPKIP00000011645	ENSPKIG00000018645	
ENSDARP00000051620	ENSDARG00000035608	pgam5	ENSPKIP00000028503	ENSPKIG00000010127	pgam5
ENSDARP00000014272	ENSDARG00000020798	necap1	ENSPKIP00000014502	ENSPKIG00000001526	necap1
ENSDARP00000001291	ENSDARG00000024032	coch	ENSPKIP00000033481	ENSPKIG00000013154	coch
ENSDARP00000128983	ENSDARG00000008377	epn2	ENSPKIP00000040749	ENSPKIG00000017596	epn2
ENSDARP00000114053	ENSDARG00000026979	krt1-c5	ENSPKIP00000035611	ENSPKIG00000014498	
ENSDARP00000149009	ENSDARG00000016490	rab11fip3	ENSPKIP00000022163	ENSPKIG00000006262	rab11fip3
ENSDARP00000076422	ENSDARG00000059001	pim2	ENSPKIP00000037403	ENSPKIG00000015605	pim2
ENSDARP00000064462	ENSDARG00000043898	timm10b	ENSPKIP00000033704	ENSPKIG00000013319	timm10b
ENSDARP00000088110	ENSDARG00000067606	rsph4a	ENSPKIP00000039856	ENSPKIG00000017045	rsph4a
ENSDARP00000124218	ENSDARG00000010130	smpdl3b	ENSPKIP00000019151	ENSPKIG00000004430	smpdl3b
ENSDARP00000118542	ENSDARG00000069282	bbc3	ENSPKIP00000023423	ENSPKIG00000007058	bbc3
ENSDARP00000008075	ENSDARG00000020237	mc1r	ENSPKIP00000001709	ENSPKIG00000019904	mc1r
ENSDARP00000100661	ENSDARG00000077850	lgals3a	ENSPKIP00000015395	ENSPKIG00000002138	lgals3a
ENSDARP00000066444	ENSDARG00000057417	nudt13	ENSPKIP00000016148	ENSPKIG00000002600	nudt13
ENSDARP00000117585	ENSDARG00000036772	pygo2	ENSPKIP00000016100	ENSPKIG00000002578	pygo2
ENSDARP00000124312	ENSDARG00000087536	znf407	ENSPKIP00000034117	ENSPKIG00000013574	znf407
ENSDARP00000125663	ENSDARG00000028389	rab44	ENSPKIP00000020059	ENSPKIG00000004989	
ENSDARP00000108995	ENSDARG00000089564	mdfi	ENSPKIP00000020041	ENSPKIG00000004974	mdfi
ENSDARP00000119459	ENSDARG00000075723	si:dkey-242e21.3	ENSPKIP00000032717	ENSPKIG00000012701	
ENSDARP00000068054	ENSDARG00000051857	tes	ENSPKIP00000011124	ENSPKIG00000025554	tes
ENSDARP00000085041	ENSDARG00000062558	rspry1	ENSPKIP00000015989	ENSPKIG00000002468	rspry1
ENSDARP00000113792	ENSDARG00000075624	bend5	ENSPKIP00000023133	ENSPKIG00000006874	bend5
ENSDARP00000133021	ENSDARG00000103834	rbm14b	ENSPKIP00000026703	ENSPKIG00000009078	rbm14b
ENSDARP00000014732	ENSDARG00000005891	cyb5r3	ENSPKIP00000009837	ENSPKIG00000024781	cyb5r3
ENSDARP00000115490	ENSDARG00000043814	st6galnac1.1	ENSPKIP00000026351	ENSPKIG00000008877	st6galnac1.1
ENSDARP00000120825	ENSDARG00000004627	panx3	ENSPKIP00000019418	ENSPKIG00000004600	PANX
ENSDARP00000008913	ENSDARG00000005565	entpd8	ENSPKIP00000001543	ENSPKIG00000019801	entpd8
ENSDARP00000035352	ENSDARG00000025855	camk2n2a	ENSPKIP00000035801	ENSPKIG00000014615	camk2n2a
ENSDARP00000095064	ENSDARG00000043835	rab3ab	ENSPKIP00000022061	ENSPKIG00000006212	rab3ab
ENSDARP00000132751	ENSDARG00000068208	def8	ENSPKIP00000001639	ENSPKIG00000019850	def8
ENSDARP00000064514	ENSDARG00000043938	lrrc57	ENSPKIP00000006198	ENSPKIG00000022580	lrrc57
ENSDARP00000077501	ENSDARG00000059629	asphd2	ENSPKIP00000007642	ENSPKIG00000023461	asphd2
ENSDARP00000056961	ENSDARG00000039020	fbxo5	ENSPKIP00000003441	ENSPKIG00000020947	fbxo5
ENSDARP00000140493	ENSDARG00000099315	nsdhl	ENSPKIP00000035750	ENSPKIG00000014584	nsdhl
ENSDARP00000107215	ENSDARG00000087225	si:ch73-361p23.3	ENSPKIP00000013759	ENSPKIG00000001072	
ENSDARP00000012097	ENSDARG00000019144	rab4a	ENSPKIP00000021150	ENSPKIG00000005672	rab4a
ENSDARP00000047569	ENSDARG00000033436	mboat7	ENSPKIP00000031504	ENSPKIG00000011968	mboat7
ENSDARP00000114949	ENSDARG00000090577	rassf11	ENSPKIP00000027332	ENSPKIG00000009443	rassf11
ENSDARP00000122480	ENSDARG00000074384	slc12a8	ENSPKIP00000039037	ENSPKIG00000016555	slc12a8
ENSDARP00000059353	ENSDARG00000040559	rad1	ENSPKIP00000021549	ENSPKIG00000005895	rad1
ENSDARP00000124002	ENSDARG00000087195	rorc	ENSPKIP00000037801	ENSPKIG00000015840	rorc
ENSDARP00000117043	ENSDARG00000089919	si:ch211-161h7.8	ENSPKIP00000010382	ENSPKIG00000025124	si:ch211-161h7.8
ENSDARP00000133228	ENSDARG00000098883	stac3	ENSPKIP00000017261	ENSPKIG00000003255	STAC3
ENSDARP00000013189	ENSDARG00000019223	arglu1a	ENSPKIP00000020916	ENSPKIG00000005524	arglu1a
ENSDARP00000146075	ENSDARG00000077656	arfgef3	ENSPKIP00000014671	ENSPKIG00000001633	arfgef3
ENSDARP00000068994	ENSDARG00000052615	tnmd	ENSPKIP00000004085	ENSPKIG00000021331	tnmd
ENSDARP00000116593	ENSDARG00000079434	tmem131l	ENSPKIP00000040869	ENSPKIG00000017620	tmem131l
ENSDARP00000027016	ENSDARG00000017525	ccnt1	ENSPKIP00000015619	ENSPKIG00000002270	ccnt1
ENSDARP00000101061	ENSDARG00000078458	ppp1r37	ENSPKIP00000028849	ENSPKIG00000010325	ppp1r37
ENSDARP00000053925	ENSDARG00000037100	ankrd10a	ENSPKIP00000030623	ENSPKIG00000011413	ankrd10a
ENSDARP00000119695	ENSDARG00000042850	nphs2	ENSPKIP00000017120	ENSPKIG00000003168	nphs2
ENSDARP00000061519	ENSDARG00000041974	brk1	ENSPKIP00000009912	ENSPKIG00000024826	BRK1
