Eel Gene ID	Eel Protein ID	Eel Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSEEEP00000016510	ENSEEEG00000008180	olfml3b	ENSPKIP00000024360	ENSPKIG00000007644	olfml3a
ENSEEEP00000007177	ENSEEEG00000003783	ARPC3	ENSPKIP00000037764	ENSPKIG00000015814	ARPC3
ENSEEEP00000040296	ENSEEEG00000019103	UNC119B	ENSPKIP00000011814	ENSPKIG00000018760	unc119a2
ENSEEEP00000033244	ENSEEEG00000015805	MAPK15	ENSPKIP00000004841	ENSPKIG00000021761	mapk15
ENSEEEP00000034516	ENSEEEG00000016421	bmp8a	ENSPKIP00000007397	ENSPKIG00000023298	bmp8a
ENSEEEP00000027854	ENSEEEG00000013403	snap25b	ENSPKIP00000005487	ENSPKIG00000022134	snap25a
ENSEEEP00000049551	ENSEEEG00000023298	RSRC2	ENSPKIP00000016143	ENSPKIG00000002596	rsrc2
ENSEEEP00000016511	ENSEEEG00000008182	gpr25	ENSPKIP00000009258	ENSPKIG00000024445	gpr25
ENSEEEP00000029311	ENSEEEG00000014043	apoc2	ENSPKIP00000009179	ENSPKIG00000024383	
ENSEEEP00000056820	ENSEEEG00000010506	GAN	ENSPKIP00000018616	ENSPKIG00000004115	gan
ENSEEEP00000023546	ENSEEEG00000011418	MRPL37	ENSPKIP00000028809	ENSPKIG00000010297	mrpl37
ENSEEEP00000061445	ENSEEEG00000026858	SLC25A37	ENSPKIP00000009728	ENSPKIG00000024722	slc25a37
ENSEEEP00000033283	ENSEEEG00000015808	VPS28	ENSPKIP00000014591	ENSPKIG00000001607	vps28
ENSEEEP00000002468	ENSEEEG00000000906	IDH3A	ENSPKIP00000013495	ENSPKIG00000000910	IDH3A
ENSEEEP00000007167	ENSEEEG00000003781	GPN3	ENSPKIP00000037814	ENSPKIG00000015849	gpn3
ENSEEEP00000051007	ENSEEEG00000023953	EIF2B4	ENSPKIP00000019931	ENSPKIG00000004903	eif2b4
ENSEEEP00000026878	ENSEEEG00000012973	MOSPD2	ENSPKIP00000002541	ENSPKIG00000020393	mospd2
ENSEEEP00000053702	ENSEEEG00000025549	EDARADD	ENSPKIP00000027600	ENSPKIG00000009594	edaradd
ENSEEEP00000001956	ENSEEEG00000001222	NKX3-1	ENSPKIP00000009710	ENSPKIG00000024717	nkx3-1
ENSEEEP00000002575	ENSEEEG00000001484	AEBP2	ENSPKIP00000039109	ENSPKIG00000016601	aebp2
ENSEEEP00000016514	ENSEEEG00000008183	inavab	ENSPKIP00000009280	ENSPKIG00000024451	
ENSEEEP00000023562	ENSEEEG00000011422	CDCP2	ENSPKIP00000028874	ENSPKIG00000010337	cdcp2
ENSEEEP00000021536	ENSEEEG00000010492	RNLS	ENSPKIP00000010236	ENSPKIG00000025034	rnls
ENSEEEP00000029308	ENSEEEG00000014041	BCAM	ENSPKIP00000009212	ENSPKIG00000024413	bcam
ENSEEEP00000001955	ENSEEEG00000001221	nkx2.7	ENSPKIP00000009706	ENSPKIG00000024712	
ENSEEEP00000007162	ENSEEEG00000003777	VPS29	ENSPKIP00000037866	ENSPKIG00000015881	vps29
ENSEEEP00000001953	ENSEEEG00000001220	STC1	ENSPKIP00000009699	ENSPKIG00000024706	stc1
ENSEEEP00000049544	ENSEEEG00000023278	ZCCHC8	ENSPKIP00000016355	ENSPKIG00000002641	zcchc8
ENSEEEP00000033289	ENSEEEG00000015821	OARD1	ENSPKIP00000014641	ENSPKIG00000001645	
ENSEEEP00000034734	ENSEEEG00000016481	FANCL	ENSPKIP00000017188	ENSPKIG00000003202	fancl
ENSEEEP00000018789	ENSEEEG00000009237		ENSPKIP00000033338	ENSPKIG00000013088	
ENSEEEP00000048003	ENSEEEG00000022617	DFFA	ENSPKIP00000033535	ENSPKIG00000013216	dffa
ENSEEEP00000062230	ENSEEEG00000013353	rplp1	ENSPKIP00000000757	ENSPKIG00000019305	rplp1
ENSEEEP00000009736	ENSEEEG00000004753	TM9SF3	ENSPKIP00000000238	ENSPKIG00000018941	tm9sf3
ENSEEEP00000018791	ENSEEEG00000009239	SDF2L1	ENSPKIP00000041395	ENSPKIG00000017963	sdf2l1
ENSEEEP00000058636	ENSEEEG00000025398	RHEB	ENSPKIP00000034793	ENSPKIG00000013982	rheb
ENSEEEP00000001950	ENSEEEG00000001200	IDO1	ENSPKIP00000025313	ENSPKIG00000008225	ido1
ENSEEEP00000001467	ENSEEEG00000000950	hp	ENSPKIP00000026571	ENSPKIG00000009000	hp
ENSEEEP00000050572	ENSEEEG00000023785	CASP9	ENSPKIP00000025858	ENSPKIG00000008565	casp9
ENSEEEP00000053567	ENSEEEG00000027590	FAM214B	ENSPKIP00000036066	ENSPKIG00000014776	atosb
ENSEEEP00000018792	ENSEEEG00000009241	YDJC	ENSPKIP00000033364	ENSPKIG00000013111	ydjc
ENSEEEP00000029301	ENSEEEG00000014039	RPS19	ENSPKIP00000009259	ENSPKIG00000024441	RPS19
ENSEEEP00000021582	ENSEEEG00000010508	rab11al	ENSPKIP00000003342	ENSPKIG00000020893	rab11al
ENSEEEP00000036643	ENSEEEG00000017398	stoml3b	ENSPKIP00000016406	ENSPKIG00000002740	stoml3a
ENSEEEP00000018805	ENSEEEG00000009242	ube2l3b	ENSPKIP00000033398	ENSPKIG00000013124	
ENSEEEP00000057113	ENSEEEG00000028491		ENSPKIP00000021500	ENSPKIG00000005870	
ENSEEEP00000005591	ENSEEEG00000002942	crygn2	ENSPKIP00000016080	ENSPKIG00000002566	CRYGN
ENSEEEP00000006956	ENSEEEG00000003664	PARVG	ENSPKIP00000005725	ENSPKIG00000022272	parvg
ENSEEEP00000001468	ENSEEEG00000000951	DHODH	ENSPKIP00000008404	ENSPKIG00000023908	dhodh
ENSEEEP00000036645	ENSEEEG00000017400	PROSER1	ENSPKIP00000004692	ENSPKIG00000021689	proser1
ENSEEEP00000063664	ENSEEEG00000026024		ENSPKIP00000033606	ENSPKIG00000013263	
ENSEEEP00000031891	ENSEEEG00000015224	stx3a	ENSPKIP00000000592	ENSPKIG00000019165	stx3b
ENSEEEP00000021583	ENSEEEG00000010509	rab25b	ENSPKIP00000003313	ENSPKIG00000020869	rab25a
ENSEEEP00000044367	ENSEEEG00000020958	NKX2-4	ENSPKIP00000033145	ENSPKIG00000012968	maml3
ENSEEEP00000005595	ENSEEEG00000002944	NUB1	ENSPKIP00000016048	ENSPKIG00000002539	nub1
ENSEEEP00000058426	ENSEEEG00000024675	CD28	ENSPKIP00000016938	ENSPKIG00000003058	cd28
ENSEEEP00000058964	ENSEEEG00000022620	CASZ1	ENSPKIP00000033637	ENSPKIG00000013278	casz1
ENSEEEP00000061644	ENSEEEG00000026486	LAMTOR2	ENSPKIP00000028038	ENSPKIG00000009843	lamtor2
ENSEEEP00000033796	ENSEEEG00000015833	CAP2	ENSPKIP00000014684	ENSPKIG00000001661	cap2
ENSEEEP00000011666	ENSEEEG00000005866	CIDEB	ENSPKIP00000011817	ENSPKIG00000018746	cideb
ENSEEEP00000036669	ENSEEEG00000017403	VPS36	ENSPKIP00000004631	ENSPKIG00000021597	vps36
ENSEEEP00000023567	ENSEEEG00000011425	TCEANC2	ENSPKIP00000028940	ENSPKIG00000010382	tceanc2
ENSEEEP00000007151	ENSEEEG00000003758	GTF3C5	ENSPKIP00000024316	ENSPKIG00000007611	gtf3c5
ENSEEEP00000062822	ENSEEEG00000028204	scoca	ENSPKIP00000012081	ENSPKIG00000025676	SCOC
ENSEEEP00000052675	ENSEEEG00000024668	TLCD2	ENSPKIP00000021043	ENSPKIG00000005601	tlcd2
ENSEEEP00000026863	ENSEEEG00000012969	FANCB	ENSPKIP00000031393	ENSPKIG00000011897	fancb
ENSEEEP00000050636	ENSEEEG00000023804	tmem54a	ENSPKIP00000030598	ENSPKIG00000011387	tmem54b
ENSEEEP00000011667	ENSEEEG00000005867	TINF2	ENSPKIP00000011720	ENSPKIG00000018700	tinf2
ENSEEEP00000002561	ENSEEEG00000001476	BCAP29	ENSPKIP00000012671	ENSPKIG00000000395	
ENSEEEP00000056524	ENSEEEG00000014036	CADM4	ENSPKIP00000009312	ENSPKIG00000024459	cadm4
ENSEEEP00000005599	ENSEEEG00000002946		ENSPKIP00000016028	ENSPKIG00000002525	
ENSEEEP00000023593	ENSEEEG00000011427	CDC7	ENSPKIP00000018352	ENSPKIG00000003934	cdc7
ENSEEEP00000002555	ENSEEEG00000001475	DUS4L	ENSPKIP00000038805	ENSPKIG00000016429	dus4l
ENSEEEP00000054989	ENSEEEG00000028939	si:dkey-54n8.4	ENSPKIP00000021083	ENSPKIG00000005621	ccdc92ba
ENSEEEP00000059773	ENSEEEG00000001769	MRPS5	ENSPKIP00000005455	ENSPKIG00000022123	mrps5
ENSEEEP00000033745	ENSEEEG00000016071	wipf2b	ENSPKIP00000007135	ENSPKIG00000023149	wipf2a
ENSEEEP00000058326	ENSEEEG00000005869	dhrs4	ENSPKIP00000011676	ENSPKIG00000018642	dhrs4
ENSEEEP00000001474	ENSEEEG00000000953	IST1	ENSPKIP00000026660	ENSPKIG00000009049	ist1
ENSEEEP00000027949	ENSEEEG00000013452	RAB15	ENSPKIP00000014572	ENSPKIG00000001593	rab15
ENSEEEP00000051008	ENSEEEG00000023954	ATRAID	ENSPKIP00000019892	ENSPKIG00000004864	atraid
ENSEEEP00000044804	ENSEEEG00000021147	HPF1	ENSPKIP00000038493	ENSPKIG00000016194	hpf1
ENSEEEP00000005637	ENSEEEG00000002955	XYLB	ENSPKIP00000015970	ENSPKIG00000002438	xylb
ENSEEEP00000055400	ENSEEEG00000016079	eif1	ENSPKIP00000007021	ENSPKIG00000023074	eif1
ENSEEEP00000040063	ENSEEEG00000018993	mntb	ENSPKIP00000021468	ENSPKIG00000005854	mnta
ENSEEEP00000018816	ENSEEEG00000009245	ccl19b	ENSPKIP00000030710	ENSPKIG00000011473	
ENSEEEP00000021036	ENSEEEG00000010263	ZC3H18	ENSPKIP00000017948	ENSPKIG00000003664	zc3h18
ENSEEEP00000060768	ENSEEEG00000025853	elf2b	ENSPKIP00000005433	ENSPKIG00000022104	ELF2
ENSEEEP00000025942	ENSEEEG00000012571	VPS26C	ENSPKIP00000035252	ENSPKIG00000014271	vps26c
ENSEEEP00000051025	ENSEEEG00000023956	SNX17	ENSPKIP00000019784	ENSPKIG00000004801	snx17
ENSEEEP00000037251	ENSEEEG00000017709	si:ch211-79k12.1	ENSPKIP00000009337	ENSPKIG00000024480	si:ch211-79k12.1
ENSEEEP00000021035	ENSEEEG00000010262		ENSPKIP00000017888	ENSPKIG00000003637	IL17C
ENSEEEP00000016604	ENSEEEG00000008213	CYB5R1	ENSPKIP00000040851	ENSPKIG00000017647	CYB5R1
ENSEEEP00000032492	ENSEEEG00000015492	PPID	ENSPKIP00000000033	ENSPKIG00000018848	ppid
ENSEEEP00000051405	ENSEEEG00000024118	bub1	ENSPKIP00000026704	ENSPKIG00000009072	bub1
ENSEEEP00000018854	ENSEEEG00000009247	tctn2	ENSPKIP00000007230	ENSPKIG00000023207	tctn2
ENSEEEP00000021607	ENSEEEG00000010518	rpz4	ENSPKIP00000003225	ENSPKIG00000020827	rpz4
ENSEEEP00000053196	ENSEEEG00000001347	COG5	ENSPKIP00000038657	ENSPKIG00000016318	COG5
ENSEEEP00000039961	ENSEEEG00000018947	STAR	ENSPKIP00000000839	ENSPKIG00000019350	star
ENSEEEP00000061820	ENSEEEG00000026841	si:ch211-79k12.2	ENSPKIP00000009362	ENSPKIG00000024496	si:ch211-79k12.2
ENSEEEP00000039180	ENSEEEG00000018623	CCDC85A	ENSPKIP00000021997	ENSPKIG00000006178	ccdc85al
ENSEEEP00000052879	ENSEEEG00000028498	rpz5	ENSPKIP00000027962	ENSPKIG00000009799	rpz5
ENSEEEP00000001905	ENSEEEG00000001195	PEBP4	ENSPKIP00000025135	ENSPKIG00000008120	PEBP4
ENSEEEP00000033642	ENSEEEG00000016013	rpz6	ENSPKIP00000027939	ENSPKIG00000009788	rpz3
ENSEEEP00000061378	ENSEEEG00000007242	ALG3	ENSPKIP00000035740	ENSPKIG00000014561	alg3
ENSEEEP00000060281	ENSEEEG00000010261	TANGO6	ENSPKIP00000017864	ENSPKIG00000003592	tango6
ENSEEEP00000037249	ENSEEEG00000017707		ENSPKIP00000035132	ENSPKIG00000014206	
ENSEEEP00000051410	ENSEEEG00000024123	HTR1E	ENSPKIP00000040806	ENSPKIG00000017632	
ENSEEEP00000039181	ENSEEEG00000018624	soul2	ENSPKIP00000017009	ENSPKIG00000003106	soul2
ENSEEEP00000033641	ENSEEEG00000016011	rpz	ENSPKIP00000027917	ENSPKIG00000009770	rpz
ENSEEEP00000036701	ENSEEEG00000017414	THSD1	ENSPKIP00000004477	ENSPKIG00000021565	
ENSEEEP00000064391	ENSEEEG00000028627		ENSPKIP00000032508	ENSPKIG00000012582	
ENSEEEP00000033639	ENSEEEG00000016010	rpz2	ENSPKIP00000003168	ENSPKIG00000020790	
ENSEEEP00000063004	ENSEEEG00000001192	EGR3	ENSPKIP00000025103	ENSPKIG00000008095	egr3
ENSEEEP00000051700	ENSEEEG00000024279	COA4	ENSPKIP00000037592	ENSPKIG00000015712	coa4
ENSEEEP00000007115	ENSEEEG00000003754	cel.2	ENSPKIP00000024247	ENSPKIG00000007560	cel.1
ENSEEEP00000037247	ENSEEEG00000017705	fxyd7	ENSPKIP00000035090	ENSPKIG00000014172	
ENSEEEP00000058683	ENSEEEG00000026293		ENSPKIP00000033809	ENSPKIG00000013365	ciroz
ENSEEEP00000039965	ENSEEEG00000018950		ENSPKIP00000014564	ENSPKIG00000001597	elmod3
ENSEEEP00000025946	ENSEEEG00000012572	TTC3	ENSPKIP00000035313	ENSPKIG00000014318	ttc3
ENSEEEP00000053572	ENSEEEG00000011246	unm_sa808	ENSPKIP00000012510	ENSPKIG00000000281	
ENSEEEP00000062895	ENSEEEG00000027546	selenop2	ENSPKIP00000029594	ENSPKIG00000010779	selenop2
ENSEEEP00000033637	ENSEEEG00000016007	BOLA1	ENSPKIP00000027859	ENSPKIG00000009727	bola1
ENSEEEP00000021030	ENSEEEG00000010259	CHTF8	ENSPKIP00000005083	ENSPKIG00000021900	chtf8
ENSEEEP00000053764	ENSEEEG00000021732	TOE1	ENSPKIP00000029650	ENSPKIG00000010811	toe1
ENSEEEP00000001895	ENSEEEG00000001190	BIN3	ENSPKIP00000025067	ENSPKIG00000008022	bin3
ENSEEEP00000026854	ENSEEEG00000012965	OFD1	ENSPKIP00000002313	ENSPKIG00000020235	ofd1
ENSEEEP00000056167	ENSEEEG00000025167	auts2a	ENSPKIP00000002528	ENSPKIG00000020360	auts2a
ENSEEEP00000007112	ENSEEEG00000003752	zgc:92275	ENSPKIP00000031702	ENSPKIG00000012075	zgc:92275
ENSEEEP00000036711	ENSEEEG00000017426	si:ch211-287a12.9	ENSPKIP00000004448	ENSPKIG00000021546	fgl1b
ENSEEEP00000037242	ENSEEEG00000017702	PON1	ENSPKIP00000004220	ENSPKIG00000021420	pon3.1
ENSEEEP00000023613	ENSEEEG00000011443	glmna	ENSPKIP00000018674	ENSPKIG00000004156	glmnb
ENSEEEP00000058850	ENSEEEG00000027220	trappc2	ENSPKIP00000002224	ENSPKIG00000020200	TRAPPC2B
ENSEEEP00000021272	ENSEEEG00000010365	MCU	ENSPKIP00000022762	ENSPKIG00000006644	mcu
ENSEEEP00000026838	ENSEEEG00000012952	RAB9A	ENSPKIP00000002238	ENSPKIG00000020212	RAB9A
ENSEEEP00000004585	ENSEEEG00000002393	plp2	ENSPKIP00000025939	ENSPKIG00000008615	plp2b
ENSEEEP00000036739	ENSEEEG00000017429	tpte	ENSPKIP00000004357	ENSPKIG00000021473	tpte
ENSEEEP00000059076	ENSEEEG00000013427	AHCTF1	ENSPKIP00000023718	ENSPKIG00000007223	ahctf1
ENSEEEP00000044542	ENSEEEG00000021036	si:ch211-264f5.6	ENSPKIP00000032777	ENSPKIG00000012719	si:ch211-264f5.6
ENSEEEP00000028223	ENSEEEG00000013576		ENSPKIP00000027974	ENSPKIG00000009800	
ENSEEEP00000057856	ENSEEEG00000007240	mul1a	ENSPKIP00000035774	ENSPKIG00000014601	mul2
ENSEEEP00000053662	ENSEEEG00000021729	TESK2	ENSPKIP00000029691	ENSPKIG00000010839	tesk2
ENSEEEP00000037234	ENSEEEG00000017698	negaly6	ENSPKIP00000018148	ENSPKIG00000003819	
ENSEEEP00000021260	ENSEEEG00000010362	OIT3	ENSPKIP00000022810	ENSPKIG00000006673	oit3
ENSEEEP00000011673	ENSEEEG00000005871	EFS	ENSPKIP00000023098	ENSPKIG00000006817	efs
ENSEEEP00000061554	ENSEEEG00000028390	TSEN15	ENSPKIP00000023842	ENSPKIG00000007319	tsen15
ENSEEEP00000059948	ENSEEEG00000012573	PIGP	ENSPKIP00000035386	ENSPKIG00000014365	pigp
ENSEEEP00000011766	ENSEEEG00000005727	TDP1	ENSPKIP00000026939	ENSPKIG00000009178	tdp1
ENSEEEP00000056431	ENSEEEG00000027203	zgc:55943	ENSPKIP00000023792	ENSPKIG00000007290	
ENSEEEP00000056422	ENSEEEG00000028993	TMEM179B	ENSPKIP00000039745	ENSPKIG00000016988	
ENSEEEP00000023620	ENSEEEG00000011444	RPAP2	ENSPKIP00000018754	ENSPKIG00000004203	rpap2
ENSEEEP00000053305	ENSEEEG00000025787	ece2a	ENSPKIP00000035852	ENSPKIG00000014637	ece2a
ENSEEEP00000025949	ENSEEEG00000012574	RIPPLY3	ENSPKIP00000035412	ENSPKIG00000014381	ripply3
ENSEEEP00000050589	ENSEEEG00000023789	PPIE	ENSPKIP00000027905	ENSPKIG00000009753	
ENSEEEP00000020734	ENSEEEG00000009996	TBC1D15	ENSPKIP00000006933	ENSPKIG00000023013	tbc1d15
ENSEEEP00000001887	ENSEEEG00000001183	B2M	ENSPKIP00000011925	ENSPKIG00000018342	
ENSEEEP00000025950	ENSEEEG00000012575	HLCS	ENSPKIP00000015351	ENSPKIG00000002094	hlcs
ENSEEEP00000037229	ENSEEEG00000017695	SMG9	ENSPKIP00000014677	ENSPKIG00000001651	smg9
ENSEEEP00000023623	ENSEEEG00000011445	GFI1	ENSPKIP00000018954	ENSPKIG00000004263	gfi1ab
ENSEEEP00000021257	ENSEEEG00000010360	PLA2G12B	ENSPKIP00000022836	ENSPKIG00000006692	pla2g12b
ENSEEEP00000001886	ENSEEEG00000001182	UBL4A	ENSPKIP00000024767	ENSPKIG00000007895	zgc:56596
ENSEEEP00000019386	ENSEEEG00000009497	aqp8a.2	ENSPKIP00000011953	ENSPKIG00000025674	aqp8b
ENSEEEP00000018428	ENSEEEG00000008842	POMGNT1	ENSPKIP00000029393	ENSPKIG00000010659	pomgnt1
ENSEEEP00000049504	ENSEEEG00000023275	KNTC1	ENSPKIP00000016030	ENSPKIG00000002395	kntc1
ENSEEEP00000061069	ENSEEEG00000026052	IDI1	ENSPKIP00000031996	ENSPKIG00000012252	
ENSEEEP00000044065	ENSEEEG00000020826	zgc:174863	ENSPKIP00000021038	ENSPKIG00000005598	
ENSEEEP00000040348	ENSEEEG00000019116	POLD2	ENSPKIP00000014371	ENSPKIG00000001450	pold2
ENSEEEP00000041206	ENSEEEG00000019500	TMEM25	ENSPKIP00000012022	ENSPKIG00000025658	TMEM25
ENSEEEP00000044062	ENSEEEG00000020824	jpt1a	ENSPKIP00000021089	ENSPKIG00000005629	jpt1a
ENSEEEP00000038902	ENSEEEG00000018456	slc35g2b	ENSPKIP00000004321	ENSPKIG00000021484	SLC35G2
ENSEEEP00000033625	ENSEEEG00000016000	RBM8A	ENSPKIP00000002820	ENSPKIG00000020558	RBM8A
ENSEEEP00000062842	ENSEEEG00000001180	RAB7A	ENSPKIP00000024728	ENSPKIG00000007864	zgc:100918
ENSEEEP00000043909	ENSEEEG00000020749	C4orf33	ENSPKIP00000031874	ENSPKIG00000012199	zgc:77739
ENSEEEP00000011741	ENSEEEG00000005872	acin1b	ENSPKIP00000023237	ENSPKIG00000006917	
ENSEEEP00000048218	ENSEEEG00000022626	PGD	ENSPKIP00000033915	ENSPKIG00000013450	pgd
ENSEEEP00000043905	ENSEEEG00000020747		ENSPKIP00000031930	ENSPKIG00000012230	sclt1
ENSEEEP00000021252	ENSEEEG00000010358		ENSPKIP00000022860	ENSPKIG00000006712	
ENSEEEP00000044058	ENSEEEG00000020771	SUMO2	ENSPKIP00000007673	ENSPKIG00000023479	sumo2b
ENSEEEP00000060673	ENSEEEG00000027718	RABIF	ENSPKIP00000040459	ENSPKIG00000017415	rabif
ENSEEEP00000054098	ENSEEEG00000026516		ENSPKIP00000033223	ENSPKIG00000013012	
ENSEEEP00000041203	ENSEEEG00000019499		ENSPKIP00000010644	ENSPKIG00000025281	
ENSEEEP00000033624	ENSEEEG00000015998	afp4	ENSPKIP00000002746	ENSPKIG00000020524	
ENSEEEP00000038891	ENSEEEG00000018448	BDH1	ENSPKIP00000004384	ENSPKIG00000021518	bdh1
ENSEEEP00000021357	ENSEEEG00000010403	atad1b	ENSPKIP00000010303	ENSPKIG00000025074	atad1b
ENSEEEP00000041199	ENSEEEG00000019498		ENSPKIP00000010632	ENSPKIG00000025276	
ENSEEEP00000037219	ENSEEEG00000017694	KCNN4	ENSPKIP00000014569	ENSPKIG00000001589	kcnn4
ENSEEEP00000020993	ENSEEEG00000010233	IMP3	ENSPKIP00000023636	ENSPKIG00000007169	imp3
ENSEEEP00000038884	ENSEEEG00000018417	gyg1b	ENSPKIP00000027951	ENSPKIG00000009781	gyg1b
ENSEEEP00000037218	ENSEEEG00000017693	si:dkey-79d12.5	ENSPKIP00000014519	ENSPKIG00000001563	si:dkey-79d12.5
ENSEEEP00000016033	ENSEEEG00000007944	gpx9	ENSPKIP00000023843	ENSPKIG00000007292	gpx9
ENSEEEP00000040400	ENSEEEG00000019119	SF3A1	ENSPKIP00000006704	ENSPKIG00000022872	
ENSEEEP00000038815	ENSEEEG00000018415	CPB1	ENSPKIP00000027888	ENSPKIG00000009744	cpb1
ENSEEEP00000041198	ENSEEEG00000019497		ENSPKIP00000010626	ENSPKIG00000025272	MPZL2
ENSEEEP00000028643	ENSEEEG00000013763	NCAPD2	ENSPKIP00000010735	ENSPKIG00000025333	ncapd2
ENSEEEP00000002218	ENSEEEG00000001338	cdc42l	ENSPKIP00000026034	ENSPKIG00000008673	
ENSEEEP00000059804	ENSEEEG00000010281	PDE10A	ENSPKIP00000023017	ENSPKIG00000006763	pde10a
ENSEEEP00000060178	ENSEEEG00000012578	FXN	ENSPKIP00000015493	ENSPKIG00000002196	
ENSEEEP00000016037	ENSEEEG00000007945		ENSPKIP00000023741	ENSPKIG00000007253	
ENSEEEP00000050563	ENSEEEG00000023778		ENSPKIP00000023857	ENSPKIG00000007328	
ENSEEEP00000006021	ENSEEEG00000003205	FBXL5	ENSPKIP00000022145	ENSPKIG00000006259	fbxl5
ENSEEEP00000016038	ENSEEEG00000007946	FBXL15	ENSPKIP00000023724	ENSPKIG00000007243	fbxl15
ENSEEEP00000025963	ENSEEEG00000012579	RIOX2	ENSPKIP00000015522	ENSPKIG00000002219	riox2
ENSEEEP00000037100	ENSEEEG00000017618	SLC38A11	ENSPKIP00000013309	ENSPKIG00000000788	slc38a11
ENSEEEP00000033594	ENSEEEG00000015974	TXNDC5	ENSPKIP00000024381	ENSPKIG00000007645	txndc5
ENSEEEP00000038814	ENSEEEG00000018414	agtr1b	ENSPKIP00000004507	ENSPKIG00000021582	agtr1a
ENSEEEP00000041194	ENSEEEG00000019496	mpzl3	ENSPKIP00000010621	ENSPKIG00000025269	MPZL3
ENSEEEP00000025968	ENSEEEG00000012580	TIPRL	ENSPKIP00000015591	ENSPKIG00000002244	tiprl
ENSEEEP00000043840	ENSEEEG00000020721	HGSNAT	ENSPKIP00000012776	ENSPKIG00000000460	hgsnat
ENSEEEP00000050559	ENSEEEG00000023777	irx7	ENSPKIP00000023837	ENSPKIG00000007317	irx7
ENSEEEP00000041193	ENSEEEG00000019495	GAP43	ENSPKIP00000019000	ENSPKIG00000004350	gap43
ENSEEEP00000046096	ENSEEEG00000021723	si:dkey-181m9.8	ENSPKIP00000018914	ENSPKIG00000004292	si:dkey-181m9.8
ENSEEEP00000050556	ENSEEEG00000023776	CD40	ENSPKIP00000023797	ENSPKIG00000007291	cd40
ENSEEEP00000041192	ENSEEEG00000019494	LSAMP	ENSPKIP00000018980	ENSPKIG00000004331	LSAMP
ENSEEEP00000050554	ENSEEEG00000023775	CBLN4	ENSPKIP00000023753	ENSPKIG00000007259	cbln4
ENSEEEP00000046094	ENSEEEG00000021721	IMPA1	ENSPKIP00000018998	ENSPKIG00000004343	impa1
ENSEEEP00000053765	ENSEEEG00000026417	si:ch73-206p6.1	ENSPKIP00000027737	ENSPKIG00000009675	si:ch73-206p6.1
ENSEEEP00000018820	ENSEEEG00000009246	BBX	ENSPKIP00000015721	ENSPKIG00000002342	bbx
ENSEEEP00000006012	ENSEEEG00000003202	SYAP1	ENSPKIP00000005241	ENSPKIG00000021997	syap1
ENSEEEP00000008984	ENSEEEG00000004636	si:ch211-278j3.3	ENSPKIP00000019658	ENSPKIG00000004736	si:ch211-278j3.3
ENSEEEP00000049502	ENSEEEG00000023273	svopa	ENSPKIP00000010393	ENSPKIG00000025126	svopa
ENSEEEP00000018849	ENSEEEG00000009257	IGSF11	ENSPKIP00000004597	ENSPKIG00000021637	igsf11
ENSEEEP00000050547	ENSEEEG00000023766	PFDN4	ENSPKIP00000023677	ENSPKIG00000007211	pfdn4
ENSEEEP00000046084	ENSEEEG00000021718	C7orf25	ENSPKIP00000019082	ENSPKIG00000004401	zgc:55781
ENSEEEP00000006011	ENSEEEG00000003177	AP1S2	ENSPKIP00000005175	ENSPKIG00000021955	ap1s2
ENSEEEP00000036769	ENSEEEG00000017452	SMPD1	ENSPKIP00000033528	ENSPKIG00000013212	smpd1
ENSEEEP00000005941	ENSEEEG00000003159		ENSPKIP00000001052	ENSPKIG00000019489	tradv14.0
ENSEEEP00000014359	ENSEEEG00000007138	E2F4	ENSPKIP00000007359	ENSPKIG00000023286	e2f4
ENSEEEP00000064263	ENSEEEG00000028337	MPLKIP	ENSPKIP00000019295	ENSPKIG00000004524	mplkip
ENSEEEP00000040404	ENSEEEG00000019133		ENSPKIP00000006694	ENSPKIG00000022869	
ENSEEEP00000049501	ENSEEEG00000023269	DAO	ENSPKIP00000010415	ENSPKIG00000025144	dao.3
ENSEEEP00000008987	ENSEEEG00000004638	fndc4a	ENSPKIP00000019534	ENSPKIG00000004661	fndc4a
ENSEEEP00000050282	ENSEEEG00000023649	si:dkey-261l7.2	ENSPKIP00000008519	ENSPKIG00000023976	si:dkey-261l7.2
ENSEEEP00000037083	ENSEEEG00000017611	rap2aa	ENSPKIP00000021283	ENSPKIG00000005758	RAP2A
ENSEEEP00000054907	ENSEEEG00000025916	AJUBA	ENSPKIP00000023397	ENSPKIG00000007050	ajuba
ENSEEEP00000046131	ENSEEEG00000021738	MFAP4	ENSPKIP00000030130	ENSPKIG00000011106	
ENSEEEP00000011778	ENSEEEG00000005930	MRPL52	ENSPKIP00000023464	ENSPKIG00000007085	mrpl52
ENSEEEP00000053192	ENSEEEG00000028592	irak1bp1	ENSPKIP00000008535	ENSPKIG00000023989	irak1bp1
ENSEEEP00000027656	ENSEEEG00000013322	DPF3	ENSPKIP00000013534	ENSPKIG00000000924	dpf3
ENSEEEP00000054492	ENSEEEG00000025979	SPA17	ENSPKIP00000020406	ENSPKIG00000005201	SPA17
ENSEEEP00000011269	ENSEEEG00000005712	GALK1	ENSPKIP00000041673	ENSPKIG00000018126	galk1
ENSEEEP00000019370	ENSEEEG00000009491	C3orf70	ENSPKIP00000028173	ENSPKIG00000009919	si:dkey-22o12.2
