Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSP00000428489	ENSG00000168078	PBK	ENSPKIP00000038064	ENSPKIG00000016007	pbk
ENSP00000627870	ENSG00000147872	PLIN2	ENSPKIP00000007635	ENSPKIG00000023455	plin2
ENSP00000301633	ENSG00000089685	BIRC5	ENSPKIP00000027648	ENSPKIG00000009625	
ENSP00000426768	ENSG00000171643	S100Z	ENSPKIP00000041856	ENSPKIG00000018247	s100z
ENSP00000494836	ENSG00000163682	RPL9	ENSPKIP00000019146	ENSPKIG00000004425	rpl9
ENSP00000489742	ENSG00000113749	HRH2	ENSPKIP00000039988	ENSPKIG00000017130	hrh2a
ENSP00000328625	ENSG00000174004	NRROS	ENSPKIP00000014167	ENSPKIG00000001337	NRROS
ENSP00000341483	ENSG00000031823	RANBP3	ENSPKIP00000012079	ENSPKIG00000025677	ranbp3b
ENSP00000297151	ENSG00000164609	SLU7	ENSPKIP00000027244	ENSPKIG00000009367	slu7
ENSP00000534495	ENSG00000172817	CYP7B1	ENSPKIP00000040476	ENSPKIG00000017430	cyp7b1
ENSP00000630336	ENSG00000104324	CPQ	ENSPKIP00000006226	ENSPKIG00000022581	CPQ
ENSP00000338806	ENSG00000102908	NFAT5	ENSPKIP00000028236	ENSPKIG00000009959	nfat5a
ENSP00000620039	ENSG00000219545	UMAD1	ENSPKIP00000029141	ENSPKIG00000010508	umad1
ENSP00000575344	ENSG00000140025	EFCAB11	ENSPKIP00000026719	ENSPKIG00000009091	efcab11
ENSP00000390204	ENSG00000188175	HEPACAM2	ENSPKIP00000013595	ENSPKIG00000000968	hepacam2
ENSP00000489837	ENSG00000259417	CTXND1	ENSPKIP00000041152	ENSPKIG00000017817	
ENSP00000296786	ENSG00000164332	UBLCP1	ENSPKIP00000040583	ENSPKIG00000017480	ublcp1
ENSP00000627983	ENSG00000140557	ST8SIA2	ENSPKIP00000012755	ENSPKIG00000000449	st8sia2
ENSP00000429726	ENSG00000182183	SHISAL2A	ENSPKIP00000030602	ENSPKIG00000011398	SHISAL2A
ENSP00000769528	ENSG00000111245	MYL2	ENSPKIP00000035211	ENSPKIG00000014253	myl10
ENSP00000398401	ENSG00000234545	FAM133B	ENSPKIP00000013490	ENSPKIG00000000908	FAM133B
ENSP00000505214	ENSG00000100749	VRK1	ENSPKIP00000035825	ENSPKIG00000014616	vrk1
ENSP00000356104	ENSG00000162877	PM20D1	ENSPKIP00000031101	ENSPKIG00000011727	pm20d1.2
ENSP00000354483	ENSG00000198842	STYXL2	ENSPKIP00000025551	ENSPKIG00000008386	styxl2
ENSP00000386759	ENSG00000181555	SETD2	ENSPKIP00000011223	ENSPKIG00000018775	setd2
ENSP00000265164	ENSG00000138794	CASP6	ENSPKIP00000034326	ENSPKIG00000013707	casp6b.1
ENSP00000302768	ENSG00000172239	PAIP1	ENSPKIP00000002625	ENSPKIG00000020456	paip1
ENSP00000708476	ENSG00000047249	ATP6V1H	ENSPKIP00000020510	ENSPKIG00000005242	atp6v1h
ENSP00000302935	ENSG00000172349	IL16	ENSPKIP00000041780	ENSPKIG00000018194	IL16
ENSP00000794583	ENSG00000131013	PPIL4	ENSPKIP00000001468	ENSPKIG00000019748	ppil4
ENSP00000254231	ENSG00000131914	LIN28A	ENSPKIP00000019312	ENSPKIG00000004532	lin28aa
ENSP00000627395	ENSG00000164074	ABHD18	ENSPKIP00000021771	ENSPKIG00000006009	abhd18
ENSP00000490026	ENSG00000198954	KIFBP	ENSPKIP00000035776	ENSPKIG00000014592	kifbp
ENSP00000561089	ENSG00000122687	MRM2	ENSPKIP00000028837	ENSPKIG00000010326	mrm2
ENSP00000368872	ENSG00000188487	INSC	ENSPKIP00000007982	ENSPKIG00000023663	INSC
ENSP00000627657	ENSG00000183696	UPP1	ENSPKIP00000011578	ENSPKIG00000018600	upp1
ENSP00000304501	ENSG00000170425	ADORA2B	ENSPKIP00000001113	ENSPKIG00000019530	adora2b
ENSP00000544050	ENSG00000198015	MRPL42	ENSPKIP00000010939	ENSPKIG00000025457	mrpl42
ENSP00000628498	ENSG00000165886	UBTD1	ENSPKIP00000038341	ENSPKIG00000016156	ubtd1b
ENSP00000358293	ENSG00000165813	CCDC186	ENSPKIP00000029149	ENSPKIG00000010489	ccdc186
ENSP00000300557	ENSG00000167183	PRR15L	ENSPKIP00000013188	ENSPKIG00000000717	prr15lb
ENSP00000508579	ENSG00000138606	SHF	ENSPKIP00000037256	ENSPKIG00000015514	SHF
ENSP00000636782	ENSG00000124279	FASTKD3	ENSPKIP00000029390	ENSPKIG00000010662	fastkd3
ENSP00000313199	ENSG00000138668	HNRNPD	ENSPKIP00000011036	ENSPKIG00000025512	hnrnpd
ENSP00000459943	ENSG00000185722	ANKFY1	ENSPKIP00000041211	ENSPKIG00000017845	ankfy1
ENSP00000636783	ENSG00000122912	SLC25A16	ENSPKIP00000027652	ENSPKIG00000009602	slc25a16
ENSP00000550878	ENSG00000090447	TFAP4	ENSPKIP00000022323	ENSPKIG00000006361	TFAP4
ENSP00000516156	ENSG00000166435	XRRA1	ENSPKIP00000011538	ENSPKIG00000018577	xrra1
ENSP00000592814	ENSG00000113643	RARS1	ENSPKIP00000027703	ENSPKIG00000009639	rars1
ENSP00000286574	ENSG00000156076	WIF1	ENSPKIP00000004824	ENSPKIG00000021753	wif1
ENSP00000527376	ENSG00000047579	DTNBP1	ENSPKIP00000041745	ENSPKIG00000018159	dtnbp1a
ENSP00000615757	ENSG00000138002	IFT172	ENSPKIP00000037245	ENSPKIG00000015440	ift172
ENSP00000297613	ENSG00000164967	RPP25L	ENSPKIP00000034965	ENSPKIG00000014101	rpp25l
ENSP00000567264	ENSG00000126883	NUP214	ENSPKIP00000000145	ENSPKIG00000018901	
ENSP00000458350	ENSG00000185298	CCDC137	ENSPKIP00000022023	ENSPKIG00000006197	ccdc137
ENSP00000398665	ENSG00000170011	MYRIP	ENSPKIP00000033788	ENSPKIG00000013371	
ENSP00000304941	ENSG00000168778	TCTN2	ENSPKIP00000007230	ENSPKIG00000023207	tctn2
ENSP00000737076	ENSG00000126215	XRCC3	ENSPKIP00000027271	ENSPKIG00000009412	xrcc3
ENSP00000309595	ENSG00000107815	TWNK	ENSPKIP00000032644	ENSPKIG00000012661	twnk
ENSP00000561167	ENSG00000135372	NAT10	ENSPKIP00000018623	ENSPKIG00000004093	NAT10
ENSP00000596776	ENSG00000133597	ADCK2	ENSPKIP00000023687	ENSPKIG00000007208	adck2
ENSP00000731954	ENSG00000149948	HMGA2	ENSPKIP00000004690	ENSPKIG00000021690	hmga2
ENSP00000523309	ENSG00000147439	BIN3	ENSPKIP00000025067	ENSPKIG00000008022	bin3
ENSP00000343477	ENSG00000020633	RUNX3	ENSPKIP00000025202	ENSPKIG00000008160	runx3
ENSP00000242208	ENSG00000122641	INHBA	ENSPKIP00000019321	ENSPKIG00000004538	INHBA
ENSP00000411010	ENSG00000067334	DNTTIP2	ENSPKIP00000023036	ENSPKIG00000006816	
ENSP00000652751	ENSG00000122678	POLM	ENSPKIP00000027005	ENSPKIG00000009249	polm
ENSP00000597246	ENSG00000127184	COX7C	ENSPKIP00000014832	ENSPKIG00000001757	cox7c
ENSP00000684906	ENSG00000006744	ELAC2	ENSPKIP00000035839	ENSPKIG00000014594	elac2
ENSP00000417122	ENSG00000163689	CFAP20DC	ENSPKIP00000008915	ENSPKIG00000024211	
ENSP00000365522	ENSG00000165118	QNG1	ENSPKIP00000004673	ENSPKIG00000021683	qng1
ENSP00000659867	ENSG00000172426	RSPH9	ENSPKIP00000032854	ENSPKIG00000012795	rsph9
ENSP00000398410	ENSG00000155666	KDM8	ENSPKIP00000014525	ENSPKIG00000001559	kdm8
ENSP00000276925	ENSG00000147883	CDKN2B	ENSPKIP00000040023	ENSPKIG00000017156	
ENSP00000224356	ENSG00000095596	CYP26A1	ENSPKIP00000014028	ENSPKIG00000001238	cyp26a1
ENSP00000741586	ENSG00000169180	XPO6	ENSPKIP00000006221	ENSPKIG00000022550	xpo6
ENSP00000311486	ENSG00000174206	KICS2	ENSPKIP00000003538	ENSPKIG00000021002	kics2
ENSP00000418381	ENSG00000144815	NXPE3	ENSPKIP00000028655	ENSPKIG00000010215	nxpe3
ENSP00000448785	ENSG00000185432	TMT1A	ENSPKIP00000021042	ENSPKIG00000005603	TMT1A
ENSP00000665464	ENSG00000127324	TSPAN8	ENSPKIP00000007017	ENSPKIG00000023069	TSPAN8
ENSP00000403293	ENSG00000156509	FBXO43	ENSPKIP00000039289	ENSPKIG00000016709	FBXO43
ENSP00000521412	ENSG00000166326	TRIM44	ENSPKIP00000012269	ENSPKIG00000000119	trim44
ENSP00000390181	ENSG00000080345	RIF1	ENSPKIP00000018877	ENSPKIG00000004267	rif1
ENSP00000360793	ENSG00000138182	KIF20B	ENSPKIP00000010014	ENSPKIG00000024881	kif20bb
ENSP00000548558	ENSG00000165495	PKNOX2	ENSPKIP00000019530	ENSPKIG00000004642	pknox2
ENSP00000502161	ENSG00000198707	CEP290	ENSPKIP00000008938	ENSPKIG00000024226	cep290
ENSP00000784365	ENSG00000119421	NDUFA8	ENSPKIP00000035658	ENSPKIG00000014521	ndufa8
ENSP00000323046	ENSG00000107371	EXOSC3	ENSPKIP00000012050	ENSPKIG00000025606	exosc3
ENSP00000617260	ENSG00000078070	MCCC1	ENSPKIP00000006413	ENSPKIG00000022682	mccc1
ENSP00000583493	ENSG00000188921	HACD4	ENSPKIP00000012906	ENSPKIG00000000528	hacd4
ENSP00000456480	ENSG00000048471	SNX29	ENSPKIP00000006641	ENSPKIG00000022833	snx29
ENSP00000368341	ENSG00000112183	RBM24	ENSPKIP00000014754	ENSPKIG00000001701	
ENSP00000358718	ENSG00000120051	CFAP58	ENSPKIP00000013047	ENSPKIG00000000602	cfap58
ENSP00000598117	ENSG00000168116	KIAA1586	ENSPKIP00000000672	ENSPKIG00000019245	
ENSP00000337501	ENSG00000053702	NRIP2	ENSPKIP00000026850	ENSPKIG00000009160	nrip2
ENSP00000424123	ENSG00000164181	ELOVL7	ENSPKIP00000041873	ENSPKIG00000018248	ELOVL7
ENSP00000784228	ENSG00000112378	PERP	ENSPKIP00000014560	ENSPKIG00000001596	perp
ENSP00000465213	ENSG00000105171	POP4	ENSPKIP00000019212	ENSPKIG00000004468	pop4
ENSP00000359899	ENSG00000137252	HCRTR2	ENSPKIP00000038045	ENSPKIG00000015988	hcrtr2
ENSP00000374280	ENSG00000137815	RTF1	ENSPKIP00000016124	ENSPKIG00000002581	rtf1
ENSP00000401678	ENSG00000141052	MYOCD	ENSPKIP00000017327	ENSPKIG00000003265	MYOCD
ENSP00000590301	ENSG00000104133	SPG11	ENSPKIP00000027529	ENSPKIG00000009424	spg11
ENSP00000373948	ENSG00000105792	CFAP69	ENSPKIP00000020239	ENSPKIG00000005074	CFAP69
ENSP00000264824	ENSG00000104903	LYL1	ENSPKIP00000029062	ENSPKIG00000010456	
ENSP00000354590	ENSG00000198818	SFT2D1	ENSPKIP00000023365	ENSPKIG00000006967	sft2d1
ENSP00000355506	ENSG00000174371	EXO1	ENSPKIP00000027503	ENSPKIG00000009478	exo1
ENSP00000371294	ENSG00000040531	CTNS	ENSPKIP00000026936	ENSPKIG00000009205	ctns
ENSP00000384088	ENSG00000164654	MIOS	ENSPKIP00000029964	ENSPKIG00000011000	mios
ENSP00000636393	ENSG00000151116	UEVLD	ENSPKIP00000013360	ENSPKIG00000000822	uevld
ENSP00000791757	ENSG00000123240	OPTN	ENSPKIP00000012768	ENSPKIG00000000456	optn
ENSP00000343339	ENSG00000187848	P2RX2	ENSPKIP00000009856	ENSPKIG00000024780	p2rx2
ENSP00000356951	ENSG00000188931	CFAP126	ENSPKIP00000023583	ENSPKIG00000007159	cfap126
ENSP00000638733	ENSG00000079689	SCGN	ENSPKIP00000001696	ENSPKIG00000019887	scgn
ENSP00000320566	ENSG00000071243	ING3	ENSPKIP00000038083	ENSPKIG00000015991	ing3
ENSP00000620766	ENSG00000178038	ALS2CL	ENSPKIP00000000048	ENSPKIG00000018860	ALS2CL
ENSP00000298310	ENSG00000165525	NEMF	ENSPKIP00000008057	ENSPKIG00000023715	
ENSP00000342162	ENSG00000188051	TMEM221	ENSPKIP00000009023	ENSPKIG00000024288	tmem221
ENSP00000309644	ENSG00000145919	BOD1	ENSPKIP00000026512	ENSPKIG00000008972	bod1
ENSP00000419712	ENSG00000187616	MYMK	ENSPKIP00000020984	ENSPKIG00000005555	mymk
ENSP00000562252	ENSG00000196937	FAM3C	ENSPKIP00000039462	ENSPKIG00000016789	
ENSP00000341952	ENSG00000103253	HAGHL	ENSPKIP00000012077	ENSPKIG00000025653	HAGHL
ENSP00000532639	ENSG00000164253	WDR41	ENSPKIP00000041517	ENSPKIG00000018046	wdr41
ENSP00000438040	ENSG00000123106	CCDC91	ENSPKIP00000000121	ENSPKIG00000018895	
ENSP00000298048	ENSG00000165304	MELK	ENSPKIP00000032622	ENSPKIG00000012654	melk
ENSP00000355580	ENSG00000135750	KCNK1	ENSPKIP00000039162	ENSPKIG00000016633	kcnk1b
ENSP00000502327	ENSG00000104381	GDAP1	ENSPKIP00000022551	ENSPKIG00000006510	gdap1
ENSP00000551439	ENSG00000166068	SPRED1	ENSPKIP00000006173	ENSPKIG00000022559	spred1
ENSP00000381150	ENSG00000214309	MBLAC1	ENSPKIP00000013827	ENSPKIG00000001117	mblac1
ENSP00000260563	ENSG00000137996	RTCA	ENSPKIP00000014667	ENSPKIG00000001653	rtca
ENSP00000553265	ENSG00000005020	SKAP2	ENSPKIP00000027296	ENSPKIG00000009409	skap2
ENSP00000267622	ENSG00000100815	TRIP11	ENSPKIP00000016250	ENSPKIG00000002652	trip11
ENSP00000316176	ENSG00000177889	UBE2N	ENSPKIP00000041574	ENSPKIG00000018073	
ENSP00000539778	ENSG00000129295	DNAAF11	ENSPKIP00000023729	ENSPKIG00000007235	dnaaf11
ENSP00000362466	ENSG00000072080	SPP2	ENSPKIP00000017024	ENSPKIG00000003117	
ENSP00000173527	ENSG00000066583	ISOC1	ENSPKIP00000003949	ENSPKIG00000021245	isoc1
ENSP00000574643	ENSG00000183258	DDX41	ENSPKIP00000024483	ENSPKIG00000007704	DDX41
ENSP00000578100	ENSG00000168090	COPS6	ENSPKIP00000001199	ENSPKIG00000019588	COPS6
ENSP00000368737	ENSG00000205269	TMEM170B	ENSPKIP00000018127	ENSPKIG00000003794	tmem170b
ENSP00000330433	ENSG00000184277	TM2D3	ENSPKIP00000002015	ENSPKIG00000020067	tm2d3
ENSP00000293771	ENSG00000161914	ZNF653	ENSPKIP00000026076	ENSPKIG00000008708	znf653
ENSP00000298352	ENSG00000165553	NGB	ENSPKIP00000015133	ENSPKIG00000001955	ngb
ENSP00000502526	ENSG00000185942	NKAIN3	ENSPKIP00000025550	ENSPKIG00000008379	NKAIN3
ENSP00000451131	ENSG00000139865	TTC6	ENSPKIP00000036905	ENSPKIG00000015307	
ENSP00000773948	ENSG00000205423	CNEP1R1	ENSPKIP00000020187	ENSPKIG00000005054	cnep1r1
ENSP00000563634	ENSG00000123219	CENPK	ENSPKIP00000014503	ENSPKIG00000001546	cenpk
ENSP00000567749	ENSG00000115484	CCT4	ENSPKIP00000021091	ENSPKIG00000005618	cct4
ENSP00000581829	ENSG00000092203	TOX4	ENSPKIP00000030433	ENSPKIG00000011252	tox4b
ENSP00000673478	ENSG00000109084	TMEM97	ENSPKIP00000031158	ENSPKIG00000011756	tmem97
ENSP00000250340	ENSG00000105472	CLEC11A	ENSPKIP00000037398	ENSPKIG00000015602	clec11a
ENSP00000599777	ENSG00000105662	CRTC1	ENSPKIP00000023057	ENSPKIG00000006807	crtc1b
ENSP00000764941	ENSG00000108443	RPS6KB1	ENSPKIP00000002091	ENSPKIG00000020084	rps6kb1a
ENSP00000520721	ENSG00000185787	MORF4L1	ENSPKIP00000038543	ENSPKIG00000016253	morf4l1
ENSP00000389709	ENSG00000178222	RNF212	ENSPKIP00000022798	ENSPKIG00000006667	rnf212
ENSP00000799811	ENSG00000154582	ELOC	ENSPKIP00000022651	ENSPKIG00000006568	elocb
ENSP00000498228	ENSG00000127252	PLAAT1	ENSPKIP00000013947	ENSPKIG00000001183	plaat1
ENSP00000387100	ENSG00000176058	TPRN	ENSPKIP00000040492	ENSPKIG00000017441	tprn
ENSP00000349677	ENSG00000196104	SPOCK3	ENSPKIP00000004585	ENSPKIG00000021579	spock3
ENSP00000519256	ENSG00000167985	SDHAF2	ENSPKIP00000041597	ENSPKIG00000018087	SDHAF2
ENSP00000479255	ENSG00000176087	SLC35A4	ENSPKIP00000027676	ENSPKIG00000009634	SLC35A4
ENSP00000323816	ENSG00000063438	AHRR	ENSPKIP00000014131	ENSPKIG00000001317	AHRR
ENSP00000385118	ENSG00000184838	PRR16	ENSPKIP00000041394	ENSPKIG00000017969	prr16
ENSP00000575633	ENSG00000107020	PLGRKT	ENSPKIP00000003428	ENSPKIG00000020935	plgrkt
ENSP00000784181	ENSG00000182934	SRPRA	ENSPKIP00000038278	ENSPKIG00000016106	srpra
ENSP00000356113	ENSG00000158715	SLC45A3	ENSPKIP00000040067	ENSPKIG00000017181	zgc:77158
ENSP00000296266	ENSG00000163913	IFT122	ENSPKIP00000031956	ENSPKIG00000012198	IFT122
ENSP00000345477	ENSG00000157350	ST3GAL2	ENSPKIP00000016181	ENSPKIG00000002618	st3gal2
ENSP00000282670	ENSG00000152760	DYNLT5	ENSPKIP00000000132	ENSPKIG00000018906	dynlt5
ENSP00000262053	ENSG00000123268	ATF1	ENSPKIP00000021072	ENSPKIG00000005615	atf1
ENSP00000585716	ENSG00000150768	DLAT	ENSPKIP00000026713	ENSPKIG00000009080	dlat
ENSP00000602965	ENSG00000142937	RPS8	ENSPKIP00000029269	ENSPKIG00000010571	rps8a
ENSP00000558092	ENSG00000138686	BBS7	ENSPKIP00000034585	ENSPKIG00000013836	bbs7
ENSP00000705516	ENSG00000148735	PLEKHS1	ENSPKIP00000028785	ENSPKIG00000010276	plekhs1.3
ENSP00000332062	ENSG00000167208	SNX20	ENSPKIP00000020672	ENSPKIG00000005366	snx20
ENSP00000493462	ENSG00000061987	MON2	ENSPKIP00000003902	ENSPKIG00000021175	mon2
ENSP00000320543	ENSG00000072134	EPN2	ENSPKIP00000040749	ENSPKIG00000017596	epn2
ENSP00000631445	ENSG00000203867	RBM20	ENSPKIP00000040364	ENSPKIG00000017337	RBM20
ENSP00000705306	ENSG00000134056	KGD4	ENSPKIP00000000008	ENSPKIG00000018821	kgd4
ENSP00000333947	ENSG00000182022	CHST15	ENSPKIP00000017463	ENSPKIG00000003364	CHST15
ENSP00000422708	ENSG00000173221	GLRX	ENSPKIP00000039424	ENSPKIG00000016780	glrx
ENSP00000554756	ENSG00000025796	SEC63	ENSPKIP00000032852	ENSPKIG00000012759	sec63
ENSP00000380172	ENSG00000187699	AKAP19	ENSPKIP00000027358	ENSPKIG00000009458	
ENSP00000320180	ENSG00000106128	GHRHR	ENSPKIP00000017314	ENSPKIG00000003111	GHRHR
ENSP00000507278	ENSG00000163749	CCDC158	ENSPKIP00000009176	ENSPKIG00000024385	
ENSP00000782902	ENSG00000121988	ZRANB3	ENSPKIP00000030475	ENSPKIG00000011277	zranb3
ENSP00000361602	ENSG00000165655	ZNF503	ENSPKIP00000026899	ENSPKIG00000009190	ZNF503
ENSP00000306324	ENSG00000171813	PWWP2B	ENSPKIP00000011502	ENSPKIG00000018566	pwwp2b
ENSP00000400333	ENSG00000143376	SNX27	ENSPKIP00000035304	ENSPKIG00000014279	snx27a
ENSP00000585104	ENSG00000166197	NOLC1	ENSPKIP00000022565	ENSPKIG00000006522	nolc1
ENSP00000512444	ENSG00000134086	VHL	ENSPKIP00000041964	ENSPKIG00000018315	
ENSP00000550139	ENSG00000067560	RHOA	ENSPKIP00000033584	ENSPKIG00000013242	
ENSP00000698922	ENSG00000103043	VAC14	ENSPKIP00000030699	ENSPKIG00000011459	vac14
ENSP00000382091	ENSG00000091542	ALKBH5	ENSPKIP00000034552	ENSPKIG00000013829	ALKBH5
ENSP00000620119	ENSG00000106366	SERPINE1	ENSPKIP00000020468	ENSPKIG00000005233	serpine1
ENSP00000569968	ENSG00000179387	ELMOD2	ENSPKIP00000036453	ENSPKIG00000015008	elmod2
ENSP00000751003	ENSG00000128534	LSM8	ENSPKIP00000021863	ENSPKIG00000006092	LSM8
ENSP00000677211	ENSG00000164347	GFM2	ENSPKIP00000000100	ENSPKIG00000018878	GFM2
ENSP00000399233	ENSG00000093144	ECHDC1	ENSPKIP00000005871	ENSPKIG00000022379	ECHDC1
ENSP00000303928	ENSG00000170871	KIAA0232	ENSPKIP00000034742	ENSPKIG00000013956	kiaa0232
ENSP00000648332	ENSG00000095906	NUBP2	ENSPKIP00000025710	ENSPKIG00000008473	NUBP2
ENSP00000423190	ENSG00000109576	AADAT	ENSPKIP00000037901	ENSPKIG00000015890	aadat
ENSP00000480703	ENSG00000076351	SLC46A1	ENSPKIP00000029751	ENSPKIG00000010879	slc46a1
ENSP00000339467	ENSG00000177105	RHOG	ENSPKIP00000027826	ENSPKIG00000009718	RHOG
ENSP00000493790	ENSG00000131951	LRRC9	ENSPKIP00000041328	ENSPKIG00000017888	LRRC9
ENSP00000614819	ENSG00000122180	MYOG	ENSPKIP00000020320	ENSPKIG00000005145	myog
ENSP00000789892	ENSG00000177697	CD151	ENSPKIP00000000113	ENSPKIG00000018897	cd151l
ENSP00000355512	ENSG00000054277	OPN3	ENSPKIP00000038435	ENSPKIG00000016215	opn3
ENSP00000515615	ENSG00000136238	RAC1	ENSPKIP00000037181	ENSPKIG00000015464	RAC1
ENSP00000295379	ENSG00000163217	BMP10	ENSPKIP00000015231	ENSPKIG00000002020	bmp10
ENSP00000646717	ENSG00000140968	IRF8	ENSPKIP00000012540	ENSPKIG00000000299	irf8
ENSP00000272223	ENSG00000143867	OSR1	ENSPKIP00000005515	ENSPKIG00000022160	osr1
ENSP00000543903	ENSG00000124532	MRS2	ENSPKIP00000000570	ENSPKIG00000019173	mrs2
ENSP00000788530	ENSG00000185619	PCGF3	ENSPKIP00000038180	ENSPKIG00000016052	PCGF3
ENSP00000411012	ENSG00000035681	NSMAF	ENSPKIP00000028360	ENSPKIG00000010003	nsmaf
ENSP00000381821	ENSG00000090238	YPEL3	ENSPKIP00000015517	ENSPKIG00000002210	ypel3
ENSP00000760827	ENSG00000138138	ATAD1	ENSPKIP00000010303	ENSPKIG00000025074	atad1b
ENSP00000440167	ENSG00000146955	RAB19	ENSPKIP00000013182	ENSPKIG00000000707	RAB19
ENSP00000257940	ENSG00000135482	ZC3H10	ENSPKIP00000023581	ENSPKIG00000007158	zc3h10
ENSP00000296657	ENSG00000164236	ANKRD33B	ENSPKIP00000021282	ENSPKIG00000005755	ankrd33ba
ENSP00000580016	ENSG00000145708	CRHBP	ENSPKIP00000041824	ENSPKIG00000018218	crhbp
ENSP00000240364	ENSG00000121104	FAM117A	ENSPKIP00000016964	ENSPKIG00000003060	fam117ab
ENSP00000591450	ENSG00000157823	AP3S2	ENSPKIP00000002364	ENSPKIG00000020282	ap3s2
ENSP00000357425	ENSG00000172594	SMPDL3A	ENSPKIP00000033694	ENSPKIG00000013305	smpdl3a
ENSP00000388920	ENSG00000182552	RWDD4	ENSPKIP00000023711	ENSPKIG00000007232	rwdd
ENSP00000520490	ENSG00000293600		ENSPKIP00000001003	ENSPKIG00000019455	
ENSP00000470252	ENSG00000196235	SUPT5H	ENSPKIP00000022196	ENSPKIG00000006261	supt5h
ENSP00000225719	ENSG00000108582	CPD	ENSPKIP00000029331	ENSPKIG00000010546	cpda
ENSP00000648586	ENSG00000137656	BUD13	ENSPKIP00000038037	ENSPKIG00000015986	bud13
ENSP00000368468	ENSG00000050393	MCUR1	ENSPKIP00000041041	ENSPKIG00000017770	mcur1
ENSP00000328818	ENSG00000183484	GPR132	ENSPKIP00000021638	ENSPKIG00000005968	gpr132b
ENSP00000613369	ENSG00000167799	NUDT8	ENSPKIP00000013265	ENSPKIG00000000764	nudt8
ENSP00000759146	ENSG00000108963	DPH1	ENSPKIP00000025164	ENSPKIG00000008137	dph1
ENSP00000261249	ENSG00000126814	TRMT5	ENSPKIP00000041787	ENSPKIG00000018196	TRMT5
ENSP00000376374	ENSG00000151500	THYN1	ENSPKIP00000018670	ENSPKIG00000004157	thyn1
ENSP00000363015	ENSG00000117748	RPA2	ENSPKIP00000019085	ENSPKIG00000004392	rpa2
ENSP00000765471	ENSG00000106153	CHCHD2	ENSPKIP00000022074	ENSPKIG00000006219	chchd2
ENSP00000244769	ENSG00000124788	ATXN1	ENSPKIP00000016932	ENSPKIG00000003054	atxn1a
ENSP00000507772	ENSG00000135709	KIAA0513	ENSPKIP00000018501	ENSPKIG00000003996	kiaa0513
ENSP00000692272	ENSG00000205476	CCDC85C	ENSPKIP00000036039	ENSPKIG00000014752	ccdc85ca
ENSP00000713872	ENSG00000119638	NEK9	ENSPKIP00000016358	ENSPKIG00000002696	NEK9
ENSP00000352540	ENSG00000213853	EMP2	ENSPKIP00000011275	ENSPKIG00000018436	emp2
ENSP00000297157	ENSG00000164610	RP9	ENSPKIP00000012942	ENSPKIG00000000552	rp9
ENSP00000593747	ENSG00000054116	TRAPPC3	ENSPKIP00000008638	ENSPKIG00000024048	trappc3
ENSP00000610327	ENSG00000166788	SAAL1	ENSPKIP00000002551	ENSPKIG00000020375	saal1
ENSP00000633076	ENSG00000128050	PAICS	ENSPKIP00000026217	ENSPKIG00000008784	paics
ENSP00000361180	ENSG00000148308	GTF3C5	ENSPKIP00000024316	ENSPKIG00000007611	gtf3c5
ENSP00000240651	ENSG00000121350	PYROXD1	ENSPKIP00000025181	ENSPKIG00000008141	pyroxd1
ENSP00000673234	ENSG00000004142	POLDIP2	ENSPKIP00000004136	ENSPKIG00000021351	poldip2
ENSP00000282728	ENSG00000152804	HHEX	ENSPKIP00000014387	ENSPKIG00000001463	HHEX
ENSP00000532077	ENSG00000113194	FAF2	ENSPKIP00000006499	ENSPKIG00000022745	faf2
ENSP00000446093	ENSG00000130640	TUBGCP2	ENSPKIP00000012686	ENSPKIG00000000389	tubgcp2
ENSP00000271375	ENSG00000213064	SFT2D2	ENSPKIP00000005718	ENSPKIG00000022280	sft2d2a
ENSP00000770712	ENSG00000198755	RPL10A	ENSPKIP00000038706	ENSPKIG00000016374	rpl10a
ENSP00000789605	ENSG00000198732	SMOC1	ENSPKIP00000017671	ENSPKIG00000003464	smoc1
ENSP00000394178	ENSG00000170417	TMEM182	ENSPKIP00000029308	ENSPKIG00000010605	tmem182a
ENSP00000521941	ENSG00000185324	CDK10	ENSPKIP00000002873	ENSPKIG00000020585	cdk10
ENSP00000356202	ENSG00000112031	MTRF1L	ENSPKIP00000003416	ENSPKIG00000020934	mtrf1l
ENSP00000233331	ENSG00000115274	INO80B	ENSPKIP00000037827	ENSPKIG00000015858	ino80b
ENSP00000533186	ENSG00000134262	AP4B1	ENSPKIP00000031684	ENSPKIG00000012057	ap4b1
ENSP00000336655	ENSG00000266173	STRADA	ENSPKIP00000039588	ENSPKIG00000016871	strada
ENSP00000374529	ENSG00000090061	CCNK	ENSPKIP00000035973	ENSPKIG00000014721	CCNK
ENSP00000569708	ENSG00000085871	MGST2	ENSPKIP00000033200	ENSPKIG00000012999	mgst2
ENSP00000463027	ENSG00000266412	NCOA4	ENSPKIP00000016389	ENSPKIG00000002720	ncoa4
ENSP00000484644	ENSG00000128965	CHAC1	ENSPKIP00000013207	ENSPKIG00000000730	chac1
ENSP00000543503	ENSG00000196405	EVL	ENSPKIP00000034752	ENSPKIG00000013969	evlb
