Dre Gene ID	Dre Protein ID	Dre Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSDARP00000004153	ENSDARG00000012450	vmp1	ENSEEEP00000006312	ENSEEEG00000003353	VMP1
ENSDARP00000132059	ENSDARG00000102105	dad1	ENSEEEP00000043680	ENSEEEG00000020643	DAD1
ENSDARP00000075469	ENSDARG00000058218	fam151a	ENSEEEP00000023272	ENSEEEG00000011283	FAM151A
ENSDARP00000074579	ENSDARG00000057452	ston2	ENSEEEP00000011283	ENSEEEG00000005718	ston2
ENSDARP00000132818	ENSDARG00000100237	tradv23.1.2	ENSEEEP00000054098	ENSEEEG00000026516	
ENSDARP00000133722	ENSDARG00000101169	grap2b	ENSEEEP00000008300	ENSEEEG00000004335	grap2b
ENSDARP00000055486	ENSDARG00000038064	chmp3	ENSEEEP00000058220	ENSEEEG00000028622	chmp3
ENSDARP00000109050	ENSDARG00000035519	histh1l1	ENSEEEP00000049399	ENSEEEG00000023215	histh1l
ENSDARP00000097371	ENSDARG00000015239	prpf19	ENSEEEP00000050651	ENSEEEG00000023811	PRPF19
ENSDARP00000093542	ENSDARG00000011055	fbxo9	ENSEEEP00000045290	ENSEEEG00000021367	FBXO9
ENSDARP00000118433	ENSDARG00000036100	eya3	ENSEEEP00000058208	ENSEEEG00000027719	EYA3
ENSDARP00000112264	ENSDARG00000017710	ppp1r14ab	ENSEEEP00000052425	ENSEEEG00000024558	ppp1r14ab
ENSDARP00000140433	ENSDARG00000102340	ptn	ENSEEEP00000003422	ENSEEEG00000001910	PTN
ENSDARP00000112873	ENSDARG00000019060	snx12	ENSEEEP00000060337	ENSEEEG00000007382	SNX12
ENSDARP00000089361	ENSDARG00000056281	cyb561a3a	ENSEEEP00000049404	ENSEEEG00000023219	CYB561A3
ENSDARP00000129603	ENSDARG00000086369	si:ch211-167j9.5	ENSEEEP00000052490	ENSEEEG00000024585	si:ch211-167j9.5
ENSDARP00000129030	ENSDARG00000086980	mbd6	ENSEEEP00000045953	ENSEEEG00000021652	MBD6
ENSDARP00000000004	ENSDARG00000000001	slc35a5	ENSEEEP00000010631	ENSEEEG00000005387	SLC35A5
ENSDARP00000066896	ENSDARG00000045486	pawr	ENSEEEP00000061555	ENSEEEG00000024987	PAWR
ENSDARP00000091926	ENSDARG00000069476	spint2	ENSEEEP00000052424	ENSEEEG00000024557	SPINT2
ENSDARP00000070509	ENSDARG00000053912	fbl	ENSEEEP00000023853	ENSEEEG00000011575	FBL
ENSDARP00000140879	ENSDARG00000103433	rpl14	ENSEEEP00000061280	ENSEEEG00000012421	RPL14
ENSDARP00000082456	ENSDARG00000005867	gon4lb	ENSEEEP00000035316	ENSEEEG00000016810	gon4l
ENSDARP00000127859	ENSDARG00000087193	prrg2	ENSEEEP00000033560	ENSEEEG00000015965	PRRG2
ENSDARP00000139675	ENSDARG00000096562	wu:fj29h11	ENSEEEP00000014627	ENSEEEG00000007265	wu:fj29h11
ENSDARP00000070483	ENSDARG00000053890	tmem62	ENSEEEP00000010775	ENSEEEG00000005455	TMEM62
ENSDARP00000135701	ENSDARG00000103211	si:dkey-19b23.8	ENSEEEP00000014768	ENSEEEG00000007346	si:dkey-19b23.8
ENSDARP00000125766	ENSDARG00000096382	neu3.1	ENSEEEP00000005816	ENSEEEG00000003083	neu3.1
ENSDARP00000078063	ENSDARG00000059836	ddit3	ENSEEEP00000055719	ENSEEEG00000021651	DDIT3
ENSDARP00000139580	ENSDARG00000101510	cetn2	ENSEEEP00000017598	ENSEEEG00000008694	cetn2
ENSDARP00000079150	ENSDARG00000060256	alkbh8	ENSEEEP00000023850	ENSEEEG00000011574	ALKBH8
ENSDARP00000101672	ENSDARG00000078140	cimip5	ENSEEEP00000048854	ENSEEEG00000022977	si:dkey-18j18.3
ENSDARP00000132233	ENSDARG00000092106	si:ch211-214p13.8	ENSEEEP00000040979	ENSEEEG00000019406	si:ch211-214p13.8
ENSDARP00000017217	ENSDARG00000008785	dldh	ENSEEEP00000018723	ENSEEEG00000009082	dldh
ENSDARP00000115449	ENSDARG00000037554	arhgef3l	ENSEEEP00000015755	ENSEEEG00000007797	arhgef3l
ENSDARP00000139755	ENSDARG00000104563	kcnk9	ENSEEEP00000044438	ENSEEEG00000020990	KCNK9
ENSDARP00000005644	ENSDARG00000014313	atp5pf	ENSEEEP00000043152	ENSEEEG00000020376	ATP5PF
ENSDARP00000043750	ENSDARG00000029609	macrod1	ENSEEEP00000027895	ENSEEEG00000013428	MACROD1
ENSDARP00000126702	ENSDARG00000089243	r3hcc1l	ENSEEEP00000012843	ENSEEEG00000006450	R3HCC1L
ENSDARP00000052788	ENSDARG00000036335	c1galt1c1	ENSEEEP00000030494	ENSEEEG00000014607	c1galt1c1
ENSDARP00000052386	ENSDARG00000036084	itln2	ENSEEEP00000039470	ENSEEEG00000018741	
ENSDARP00000008399	ENSDARG00000006642	drg2	ENSEEEP00000010732	ENSEEEG00000005422	DRG2
ENSDARP00000017411	ENSDARG00000017355	rsph9	ENSEEEP00000051327	ENSEEEG00000024082	RSPH9
ENSDARP00000125799	ENSDARG00000059128	uqcrh	ENSEEEP00000059211	ENSEEEG00000006274	uqcrh
ENSDARP00000137303	ENSDARG00000102887	abhd4	ENSEEEP00000043663	ENSEEEG00000020641	abhd4
ENSDARP00000075289	ENSDARG00000058041	ndufa8	ENSEEEP00000024092	ENSEEEG00000011679	NDUFA8
ENSDARP00000053404	ENSDARG00000010279	scamp2	ENSEEEP00000062923	ENSEEEG00000025006	SCAMP2
ENSDARP00000084629	ENSDARG00000062379	slc35a4	ENSEEEP00000030864	ENSEEEG00000014769	SLC35A4
ENSDARP00000091772	ENSDARG00000069409	gkup	ENSEEEP00000061215	ENSEEEG00000016754	CACNA1C
ENSDARP00000069405	ENSDARG00000052975	ubqln4	ENSEEEP00000021600	ENSEEEG00000010514	UBQLN4
ENSDARP00000005989	ENSDARG00000021343	wsb1	ENSEEEP00000024750	ENSEEEG00000011983	WSB1
ENSDARP00000073037	ENSDARG00000056141	coq10b	ENSEEEP00000062784	ENSEEEG00000026254	COQ10B
ENSDARP00000084356	ENSDARG00000062302	znf652	ENSEEEP00000033532	ENSEEEG00000015945	ZNF652
ENSDARP00000141942	ENSDARG00000062116	ctdsplb	ENSEEEP00000043953	ENSEEEG00000020759	ctdsplb
ENSDARP00000071521	ENSDARG00000054794	plcxd3	ENSEEEP00000037963	ENSEEEG00000018032	PLCXD3
ENSDARP00000012869	ENSDARG00000005246	asb3	ENSEEEP00000034587	ENSEEEG00000016446	ASB3
ENSDARP00000119181	ENSDARG00000061354	foxred2	ENSEEEP00000016239	ENSEEEG00000008035	FOXRED2
ENSDARP00000152422	ENSDARG00000075284	kansl1l	ENSEEEP00000038399	ENSEEEG00000018236	KANSL1L
ENSDARP00000023792	ENSDARG00000010318	srpx	ENSEEEP00000038216	ENSEEEG00000018172	SRPX
ENSDARP00000132902	ENSDARG00000104242	dcp2	ENSEEEP00000043019	ENSEEEG00000020309	DCP2
ENSDARP00000110314	ENSDARG00000007630	mkrn2	ENSEEEP00000055532	ENSEEEG00000014624	MKRN2
ENSDARP00000150216	ENSDARG00000075687	anapc1	ENSEEEP00000046193	ENSEEEG00000021720	ANAPC1
ENSDARP00000072766	ENSDARG00000055899	lzic	ENSEEEP00000048313	ENSEEEG00000022754	LZIC
ENSDARP00000142395	ENSDARG00000088615	ltb4r2a	ENSEEEP00000023449	ENSEEEG00000011360	ltb4r2a
ENSDARP00000024649	ENSDARG00000011049	slc17a9b	ENSEEEP00000053736	ENSEEEG00000006800	slc17a9b
ENSDARP00000033750	ENSDARG00000023861	dnase1l1l	ENSEEEP00000033741	ENSEEEG00000016051	dnase1l1l
ENSDARP00000050124	ENSDARG00000029043	nup42	ENSEEEP00000035084	ENSEEEG00000016686	NUP42
ENSDARP00000091974	ENSDARG00000034605	zgc:153169	ENSEEEP00000005069	ENSEEEG00000002641	IMPA1
ENSDARP00000105350	ENSDARG00000086655	mkrn2os.1	ENSEEEP00000030535	ENSEEEG00000014625	mkrn2os.1
ENSDARP00000099088	ENSDARG00000017235	eif5a	ENSEEEP00000053720	ENSEEEG00000028145	EIF5A
ENSDARP00000120270	ENSDARG00000105748	nmnat1	ENSEEEP00000048311	ENSEEEG00000022753	NMNAT1
ENSDARP00000108304	ENSDARG00000087857	si:ch211-180a12.2	ENSEEEP00000052759	ENSEEEG00000027951	si:ch211-180a12.2
ENSDARP00000102615	ENSDARG00000073728	gal3st3	ENSEEEP00000033086	ENSEEEG00000015742	gal3st3
ENSDARP00000138590	ENSDARG00000061841	tiparp	ENSEEEP00000033023	ENSEEEG00000015727	TIPARP
ENSDARP00000156947	ENSDARG00000074758	csde1	ENSEEEP00000049649	ENSEEEG00000023042	CSDE1
ENSDARP00000096200	ENSDARG00000071336	mif	ENSEEEP00000061976	ENSEEEG00000026775	MIF
ENSDARP00000102009	ENSDARG00000075380	kri1	ENSEEEP00000016216	ENSEEEG00000008024	KRI1
ENSDARP00000118753	ENSDARG00000016074	cryz	ENSEEEP00000023262	ENSEEEG00000011278	CRYZ
ENSDARP00000076047	ENSDARG00000042114	bin1a	ENSEEEP00000038777	ENSEEEG00000018365	bin1a
ENSDARP00000113889	ENSDARG00000093008	adgrf3b	ENSEEEP00000060451	ENSEEEG00000026444	TAAR1
ENSDARP00000050965	ENSDARG00000035181	slc25a46	ENSEEEP00000031184	ENSEEEG00000014940	SLC25A46
ENSDARP00000115156	ENSDARG00000039255	klhl21	ENSEEEP00000064508	ENSEEEG00000025764	KLHL21
ENSDARP00000142991	ENSDARG00000078055	acd	ENSEEEP00000034928	ENSEEEG00000016615	acd
ENSDARP00000093302	ENSDARG00000070061	gfer	ENSEEEP00000056056	ENSEEEG00000028104	GFER
ENSDARP00000124870	ENSDARG00000037589	gid8b	ENSEEEP00000033840	ENSEEEG00000016105	gid8a
ENSDARP00000117778	ENSDARG00000016505	apbb1ip	ENSEEEP00000007826	ENSEEEG00000004090	APBB1IP
ENSDARP00000115463	ENSDARG00000052188	znf541	ENSEEEP00000009555	ENSEEEG00000004887	ZNF541
ENSDARP00000115821	ENSDARG00000062511	golga3	ENSEEEP00000053783	ENSEEEG00000009696	GOLGA3
ENSDARP00000114273	ENSDARG00000037980	elob	ENSEEEP00000058065	ENSEEEG00000028725	elob
ENSDARP00000081297	ENSDARG00000061140	colec12	ENSEEEP00000013440	ENSEEEG00000006726	COLEC12
ENSDARP00000127246	ENSDARG00000096760	gall	ENSEEEP00000011712	ENSEEEG00000005897	si:rp71-1c10.8
ENSDARP00000104599	ENSDARG00000086245	si:dkeyp-121d2.7	ENSEEEP00000058257	ENSEEEG00000025138	si:dkeyp-121d2.7
ENSDARP00000141634	ENSDARG00000101060	gcna	ENSEEEP00000017607	ENSEEEG00000008697	gcna
ENSDARP00000023845	ENSDARG00000014871	syngr3a	ENSEEEP00000010699	ENSEEEG00000005414	syngr3a
ENSDARP00000034439	ENSDARG00000027915	zc2hc1a	ENSEEEP00000018413	ENSEEEG00000009046	ZC2HC1A
ENSDARP00000078783	ENSDARG00000060101	trappc12	ENSEEEP00000017680	ENSEEEG00000008543	TRAPPC12
ENSDARP00000062982	ENSDARG00000042905	rpl10a	ENSEEEP00000014603	ENSEEEG00000007214	RPL10A
ENSDARP00000113601	ENSDARG00000078611	lrriq3	ENSEEEP00000027781	ENSEEEG00000013378	LRRIQ3
ENSDARP00000072515	ENSDARG00000055679	mto1	ENSEEEP00000048184	ENSEEEG00000022684	MTO1
ENSDARP00000023771	ENSDARG00000014854	reep1	ENSEEEP00000012588	ENSEEEG00000006313	REEP1
ENSDARP00000094663	ENSDARG00000070623	med10	ENSEEEP00000028836	ENSEEEG00000013846	MED10
ENSDARP00000061746	ENSDARG00000042139	fpgt	ENSEEEP00000027782	ENSEEEG00000013379	FPGT
ENSDARP00000055736	ENSDARG00000038222	tyw3	ENSEEEP00000023257	ENSEEEG00000011277	TYW3
ENSDARP00000131539	ENSDARG00000103980	ets2	ENSEEEP00000025649	ENSEEEG00000012445	ETS2
ENSDARP00000106414	ENSDARG00000087229	exoc7	ENSEEEP00000020667	ENSEEEG00000009139	exoc7
ENSDARP00000094070	ENSDARG00000039346	ndufa5	ENSEEEP00000043110	ENSEEEG00000020352	NDUFA5
ENSDARP00000092039	ENSDARG00000054829	pik3c3	ENSEEEP00000012177	ENSEEEG00000006139	PIK3C3
ENSDARP00000146510	ENSDARG00000061749	htr3b	ENSEEEP00000008881	ENSEEEG00000004579	HTR3B
ENSDARP00000095079	ENSDARG00000070826	bpgm	ENSEEEP00000046458	ENSEEEG00000021875	BPGM
ENSDARP00000101611	ENSDARG00000076828	zgc:194101	ENSEEEP00000006192	ENSEEEG00000003304	
ENSDARP00000127790	ENSDARG00000097415	lrrc53	ENSEEEP00000023270	ENSEEEG00000011281	
ENSDARP00000137079	ENSDARG00000010300	traf3ip1	ENSEEEP00000025445	ENSEEEG00000012347	TRAF3IP1
ENSDARP00000133285	ENSDARG00000100345	tradv24.0.3	ENSEEEP00000060132	ENSEEEG00000027584	tradv14.0
ENSDARP00000017853	ENSDARG00000019752	rom1a	ENSEEEP00000006292	ENSEEEG00000003348	rom1a
ENSDARP00000111840	ENSDARG00000017316	bag5	ENSEEEP00000009733	ENSEEEG00000004951	BAG5
ENSDARP00000114490	ENSDARG00000079307	tmem269	ENSEEEP00000041166	ENSEEEG00000019484	si:dkey-205h13.1
ENSDARP00000097599	ENSDARG00000077054	gask1b	ENSEEEP00000026597	ENSEEEG00000012861	GASK1B
ENSDARP00000147038	ENSDARG00000043077	nisch	ENSEEEP00000016297	ENSEEEG00000008053	NISCH
ENSDARP00000052200	ENSDARG00000035963	cfap184	ENSEEEP00000054393	ENSEEEG00000025816	cfap184
ENSDARP00000135268	ENSDARG00000075886	vwa5b2	ENSEEEP00000017158	ENSEEEG00000008499	VWA5B2
ENSDARP00000000956	ENSDARG00000001734	fkbp8	ENSEEEP00000025523	ENSEEEG00000012388	FKBP8
ENSDARP00000086480	ENSDARG00000063161	ppwd1	ENSEEEP00000023110	ENSEEEG00000011211	PPWD1
ENSDARP00000100492	ENSDARG00000042296	dlx5a	ENSEEEP00000046748	ENSEEEG00000022016	dlx5a
ENSDARP00000136822	ENSDARG00000103507	n4bp2l2	ENSEEEP00000026816	ENSEEEG00000012938	n4bp2l2
ENSDARP00000102864	ENSDARG00000074308	lrrc75ba	ENSEEEP00000001432	ENSEEEG00000000940	lrrc75ba
ENSDARP00000118462	ENSDARG00000070589	mrpl35	ENSEEEP00000012568	ENSEEEG00000006309	MRPL35
ENSDARP00000061335	ENSDARG00000041858	ren	ENSEEEP00000004260	ENSEEEG00000002172	REN
ENSDARP00000145331	ENSDARG00000054748	cuedc1b	ENSEEEP00000024738	ENSEEEG00000011981	cuedc1b
ENSDARP00000116881	ENSDARG00000054950	eef2kmt	ENSEEEP00000042502	ENSEEEG00000020060	eef2kmt
ENSDARP00000123385	ENSDARG00000004396	b3gnt5b	ENSEEEP00000027457	ENSEEEG00000013244	b3gnt5b
ENSDARP00000120176	ENSDARG00000041998	zgc:113337	ENSEEEP00000053380	ENSEEEG00000019407	zgc:113337
ENSDARP00000093553	ENSDARG00000042291	dlx6a	ENSEEEP00000046746	ENSEEEG00000022015	dlx6a
ENSDARP00000117811	ENSDARG00000052375	zgc:66455	ENSEEEP00000036174	ENSEEEG00000017208	zp3f.2
ENSDARP00000156644	ENSDARG00000075217	tdrd12	ENSEEEP00000039586	ENSEEEG00000018791	TDRD12
ENSDARP00000117627	ENSDARG00000070423	zgc:153157	ENSEEEP00000045391	ENSEEEG00000021423	INAFM2
ENSDARP00000130652	ENSDARG00000100388	abhd5b	ENSEEEP00000025662	ENSEEEG00000012452	ABHD5
ENSDARP00000137299	ENSDARG00000100742	reep5	ENSEEEP00000042996	ENSEEEG00000020293	REEP5
ENSDARP00000102869	ENSDARG00000075345	si:ch211-76l23.7	ENSEEEP00000042531	ENSEEEG00000020081	C16orf89
ENSDARP00000108809	ENSDARG00000088736	si:ch211-250n8.1	ENSEEEP00000021812	ENSEEEG00000010607	
ENSDARP00000012691	ENSDARG00000002165	psme1	ENSEEEP00000014999	ENSEEEG00000007469	PSME1
ENSDARP00000120358	ENSDARG00000094857	dio2	ENSEEEP00000058859	ENSEEEG00000024936	dio2
ENSDARP00000156938	ENSDARG00000014623	si:ch211-212d10.1	ENSEEEP00000047724	ENSEEEG00000022468	si:ch211-212d10.1
ENSDARP00000100787	ENSDARG00000077764	faah	ENSEEEP00000009906	ENSEEEG00000005038	FAAH
ENSDARP00000030390	ENSDARG00000021497	gpr132a	ENSEEEP00000035522	ENSEEEG00000016918	gpr132a
ENSDARP00000130461	ENSDARG00000101606	rims2a	ENSEEEP00000008392	ENSEEEG00000004381	rims2a
ENSDARP00000109359	ENSDARG00000086685	trim63b	ENSEEEP00000045526	ENSEEEG00000021483	trim63b
ENSDARP00000133314	ENSDARG00000098235	actr5	ENSEEEP00000029956	ENSEEEG00000014351	ACTR5
ENSDARP00000142023	ENSDARG00000105117	sdad1	ENSEEEP00000034541	ENSEEEG00000016408	SDAD1
ENSDARP00000138311	ENSDARG00000103772	tradv24.0.4	ENSEEEP00000055496	ENSEEEG00000028885	tradv36.2.12
ENSDARP00000138345	ENSDARG00000104542	ppt2b	ENSEEEP00000035620	ENSEEEG00000016868	ppt2
ENSDARP00000126136	ENSDARG00000096242	si:ch211-76l23.4	ENSEEEP00000042887	ENSEEEG00000020234	si:ch211-76l23.4
ENSDARP00000065254	ENSDARG00000044433	sned1	ENSEEEP00000055572	ENSEEEG00000005384	SNED1
ENSDARP00000108281	ENSDARG00000087558	si:ch73-105b23.1	ENSEEEP00000058864	ENSEEEG00000025261	si:ch73-105b23.1
ENSDARP00000073472	ENSDARG00000056517	thoc3	ENSEEEP00000029824	ENSEEEG00000014288	THOC3
ENSDARP00000139184	ENSDARG00000099980	bpifcl	ENSEEEP00000029963	ENSEEEG00000014355	bpifcl
ENSDARP00000123907	ENSDARG00000076943	lhfpl4b	ENSEEEP00000005859	ENSEEEG00000003112	lhfpl4b
ENSDARP00000057956	ENSDARG00000039650	itm2cb	ENSEEEP00000003073	ENSEEEG00000001744	itm2cb
ENSDARP00000111675	ENSDARG00000086391	cald1b	ENSEEEP00000046463	ENSEEEG00000021880	cald1b
ENSDARP00000147522	ENSDARG00000038024	ift70	ENSEEEP00000042848	ENSEEEG00000020091	flr
ENSDARP00000124142	ENSDARG00000079945	pjvk	ENSEEEP00000046686	ENSEEEG00000021988	PJVK
ENSDARP00000035859	ENSDARG00000022995	clic4	ENSEEEP00000044385	ENSEEEG00000020959	CLIC4
ENSDARP00000114512	ENSDARG00000012688	eif1	ENSEEEP00000055400	ENSEEEG00000016079	eif1
ENSDARP00000131093	ENSDARG00000101341	fam174c	ENSEEEP00000051592	ENSEEEG00000024226	si:ch211-262i1.6
ENSDARP00000101684	ENSDARG00000075033	gtpbp8	ENSEEEP00000055199	ENSEEEG00000024674	GTPBP8
ENSDARP00000032650	ENSDARG00000010384	lpar5a	ENSEEEP00000003075	ENSEEEG00000001745	lpar5a
ENSDARP00000057589	ENSDARG00000039412	dmrta2	ENSEEEP00000002626	ENSEEEG00000001514	DMRTA2
ENSDARP00000021078	ENSDARG00000019335	hes6	ENSEEEP00000024850	ENSEEEG00000012040	her13
ENSDARP00000141403	ENSDARG00000101644	arhgef17	ENSEEEP00000049903	ENSEEEG00000023460	ARHGEF17
ENSDARP00000131024	ENSDARG00000103478	nsun6	ENSEEEP00000002684	ENSEEEG00000001553	NSUN6
ENSDARP00000128225	ENSDARG00000009480	pdcl	ENSEEEP00000007762	ENSEEEG00000004061	PDCL
ENSDARP00000029247	ENSDARG00000037633	leng1	ENSEEEP00000051096	ENSEEEG00000023994	LENG1
ENSDARP00000055833	ENSDARG00000008403	phospho1	ENSEEEP00000033527	ENSEEEG00000015942	PHOSPHO1
ENSDARP00000026757	ENSDARG00000012051	mettl21a	ENSEEEP00000025795	ENSEEEG00000012504	METTL21A
ENSDARP00000124731	ENSDARG00000089413	mbpb	ENSEEEP00000053505	ENSEEEG00000028180	mbpb
ENSDARP00000134987	ENSDARG00000067723	tank	ENSEEEP00000050185	ENSEEEG00000023603	TANK
ENSDARP00000130245	ENSDARG00000102787	fam193a	ENSEEEP00000037076	ENSEEEG00000017605	FAM193A
ENSDARP00000141946	ENSDARG00000095259	tmem119a	ENSEEEP00000049455	ENSEEEG00000023245	tmem119a
ENSDARP00000055786	ENSDARG00000038281	natd1	ENSEEEP00000033524	ENSEEEG00000015941	NATD1
ENSDARP00000099022	ENSDARG00000076509	polr2d	ENSEEEP00000060228	ENSEEEG00000026922	POLR2D
ENSDARP00000026087	ENSDARG00000079578	rbpms2b	ENSEEEP00000042813	ENSEEEG00000020201	rbpms2b
ENSDARP00000113712	ENSDARG00000036214	dazl	ENSEEEP00000017282	ENSEEEG00000008546	DAZL
ENSDARP00000135876	ENSDARG00000089212	htr3a	ENSEEEP00000008883	ENSEEEG00000004581	HTR3A
ENSDARP00000122383	ENSDARG00000092834	si:ch211-191d15.2	ENSEEEP00000049453	ENSEEEG00000023244	si:ch211-191d15.2
ENSDARP00000017350	ENSDARG00000008068	tma16	ENSEEEP00000018669	ENSEEEG00000009183	TMA16
ENSDARP00000086016	ENSDARG00000062960	armc10	ENSEEEP00000043483	ENSEEEG00000020557	armc10
ENSDARP00000100986	ENSDARG00000079128	becn1	ENSEEEP00000047561	ENSEEEG00000022381	BECN1
ENSDARP00000095210	ENSDARG00000070892	si:ch211-262h13.5	ENSEEEP00000050835	ENSEEEG00000023872	si:ch211-262h13.5
ENSDARP00000125252	ENSDARG00000111901	taar20c1	ENSEEEP00000054838	ENSEEEG00000029149	
ENSDARP00000043856	ENSDARG00000034043	irx5a	ENSEEEP00000007083	ENSEEEG00000003740	irx5a
ENSDARP00000058324	ENSDARG00000039872	lamtor2	ENSEEEP00000061644	ENSEEEG00000026486	LAMTOR2
ENSDARP00000096178	ENSDARG00000013351	cirbpb	ENSEEEP00000047725	ENSEEEG00000022469	cirbpb
ENSDARP00000118937	ENSDARG00000045228	stub1	ENSEEEP00000051045	ENSEEEG00000023968	STUB1
ENSDARP00000082031	ENSDARG00000061436	col6a2	ENSEEEP00000024021	ENSEEEG00000011479	COL6A2
ENSDARP00000023642	ENSDARG00000016854	neurod2	ENSEEEP00000047863	ENSEEEG00000022530	NEUROD2
ENSDARP00000106281	ENSDARG00000023214	mob2a	ENSEEEP00000034334	ENSEEEG00000016343	mob2b
ENSDARP00000072528	ENSDARG00000055705	f5	ENSEEEP00000010626	ENSEEEG00000005385	F5
ENSDARP00000014304	ENSDARG00000007108	lipia	ENSEEEP00000009260	ENSEEEG00000004748	lipia
ENSDARP00000058063	ENSDARG00000039726	zgc:123321	ENSEEEP00000031071	ENSEEEG00000014873	zgc:123321
ENSDARP00000071703	ENSDARG00000054963	alg1	ENSEEEP00000042511	ENSEEEG00000020079	alg1
ENSDARP00000008601	ENSDARG00000014657	casp23	ENSEEEP00000042532	ENSEEEG00000020083	casp23
ENSDARP00000124988	ENSDARG00000042637	tert	ENSEEEP00000035184	ENSEEEG00000016694	TERT
ENSDARP00000118021	ENSDARG00000010784	ppp1r12a	ENSEEEP00000029965	ENSEEEG00000014354	PPP1R12A
ENSDARP00000046529	ENSDARG00000034215	rab42a	ENSEEEP00000028610	ENSEEEG00000013745	rab42a
ENSDARP00000119995	ENSDARG00000013222	slc35a3a	ENSEEEP00000035129	ENSEEEG00000016715	slc35a3a
ENSDARP00000118843	ENSDARG00000078050	phf19	ENSEEEP00000044626	ENSEEEG00000021032	PHF19
ENSDARP00000029759	ENSDARG00000022951	pth2	ENSEEEP00000061729	ENSEEEG00000027443	pth2
ENSDARP00000137010	ENSDARG00000098786	rangrf	ENSEEEP00000053363	ENSEEEG00000025739	RANGRF
ENSDARP00000098767	ENSDARG00000077828	slc29a3	ENSEEEP00000060396	ENSEEEG00000025097	SLC29A3
ENSDARP00000043001	ENSDARG00000029663	rab1ab	ENSEEEP00000005041	ENSEEEG00000002621	rab1aa
ENSDARP00000114928	ENSDARG00000036051	irx4b	ENSEEEP00000037725	ENSEEEG00000017933	irx4b
ENSDARP00000072599	ENSDARG00000055743	ankrd54	ENSEEEP00000016228	ENSEEEG00000008033	ANKRD54
ENSDARP00000119118	ENSDARG00000002988	tnnt2d	ENSEEEP00000046479	ENSEEEG00000021889	tnnt2d
ENSDARP00000027370	ENSDARG00000018073	mrps22	ENSEEEP00000015984	ENSEEEG00000007903	MRPS22
ENSDARP00000065879	ENSDARG00000022218	uck1	ENSEEEP00000040016	ENSEEEG00000018976	UCK1
ENSDARP00000087184	ENSDARG00000063457	wash1	ENSEEEP00000032750	ENSEEEG00000015603	wash1
ENSDARP00000089244	ENSDARG00000068194	klf9	ENSEEEP00000034981	ENSEEEG00000016634	KLF9
ENSDARP00000065396	ENSDARG00000044540	fkbp2	ENSEEEP00000004166	ENSEEEG00000002208	FKBP2
ENSDARP00000066630	ENSDARG00000045306	slc51a	ENSEEEP00000018122	ENSEEEG00000008911	SLC51A
ENSDARP00000110924	ENSDARG00000086342	zgc:101566	ENSEEEP00000034539	ENSEEEG00000016431	zgc:101566
ENSDARP00000143883	ENSDARG00000068759	si:ch211-244o22.2	ENSEEEP00000016617	ENSEEEG00000008229	
ENSDARP00000073569	ENSDARG00000056594	irx1b	ENSEEEP00000037724	ENSEEEG00000017931	irx1b
ENSDARP00000069087	ENSDARG00000052697	arb2a	ENSEEEP00000030179	ENSEEEG00000014470	FAM172A
ENSDARP00000053570	ENSDARG00000036897	sgms2b	ENSEEEP00000008890	ENSEEEG00000004588	sgms2b
ENSDARP00000005578	ENSDARG00000012234	psme3	ENSEEEP00000023931	ENSEEEG00000011614	PSME3
ENSDARP00000022233	ENSDARG00000009299	dusp8a	ENSEEEP00000063991	ENSEEEG00000024847	dusp8a
ENSDARP00000137946	ENSDARG00000099969	zgc:152863	ENSEEEP00000000144	ENSEEEG00000000109	zgc:152863
ENSDARP00000123109	ENSDARG00000034396	mars1	ENSEEEP00000056450	ENSEEEG00000021584	MARS1
ENSDARP00000008665	ENSDARG00000016541	sash3	ENSEEEP00000030498	ENSEEEG00000014612	SASH3
ENSDARP00000090162	ENSDARG00000068655	dnlz	ENSEEEP00000040015	ENSEEEG00000018977	DNLZ
ENSDARP00000106239	ENSDARG00000055443	zcchc7	ENSEEEP00000055882	ENSEEEG00000025556	
ENSDARP00000005519	ENSDARG00000033056	zgc:171927	ENSEEEP00000038596	ENSEEEG00000018321	zgc:171927
ENSDARP00000006318	ENSDARG00000017340	uts2b	ENSEEEP00000030110	ENSEEEG00000014434	uts2b
ENSDARP00000124229	ENSDARG00000030786	mpi	ENSEEEP00000037573	ENSEEEG00000017871	MPI
ENSDARP00000040327	ENSDARG00000029406	h2ax	ENSEEEP00000029833	ENSEEEG00000014296	H2AX
ENSDARP00000112333	ENSDARG00000052480	pdcd11	ENSEEEP00000043389	ENSEEEG00000020497	PDCD11
ENSDARP00000123818	ENSDARG00000027381	ccdc171	ENSEEEP00000058130	ENSEEEG00000026375	
ENSDARP00000089407	ENSDARG00000068263	csf1b	ENSEEEP00000004059	ENSEEEG00000002153	csf1b
ENSDARP00000113968	ENSDARG00000060395	si:dkey-127k13.1	ENSEEEP00000032887	ENSEEEG00000015656	si:dkey-127k13.1
ENSDARP00000065263	ENSDARG00000044437	cdca5	ENSEEEP00000006280	ENSEEEG00000003346	CDCA5
ENSDARP00000087664	ENSDARG00000063663	clp1	ENSEEEP00000032167	ENSEEEG00000015342	CLP1
ENSDARP00000124702	ENSDARG00000093773	plex9.2	ENSEEEP00000057247	ENSEEEG00000024934	plex9.2
