Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSP00000709637	ENSG00000135070	ISCA1	ENSEEEP00000049703	ENSEEEG00000023368	ISCA1
ENSP00000312356	ENSG00000174173	TRMT10C	ENSEEEP00000027217	ENSEEEG00000013134	TRMT10C
ENSP00000377492	ENSG00000072571	HMMR	ENSEEEP00000032577	ENSEEEG00000015530	HMMR
ENSP00000378289	ENSG00000166317	SYNPO2L	ENSEEEP00000060613	ENSEEEG00000026215	synpo2la
ENSP00000544855	ENSG00000114120	SLC25A36	ENSEEEP00000055194	ENSEEEG00000025153	SLC25A36
ENSP00000327889	ENSG00000185085	INTS5	ENSEEEP00000048031	ENSEEEG00000022627	INTS5
ENSP00000576901	ENSG00000163743	RCHY1	ENSEEEP00000002558	ENSEEEG00000001474	RCHY1
ENSP00000263736	ENSG00000068784	SRBD1	ENSEEEP00000021354	ENSEEEG00000010406	SRBD1
ENSP00000351509	ENSG00000151348	EXT2	ENSEEEP00000042010	ENSEEEG00000019846	EXT2
ENSP00000484185	ENSG00000166321	NUDT13	ENSEEEP00000058057	ENSEEEG00000017975	NUDT13
ENSP00000666146	ENSG00000141012	GALNS	ENSEEEP00000041398	ENSEEEG00000019581	GALNS
ENSP00000243786	ENSG00000123999	INHA	ENSEEEP00000049469	ENSEEEG00000023253	INHA
ENSP00000722192	ENSG00000122986	HVCN1	ENSEEEP00000051639	ENSEEEG00000024247	HVCN1
ENSP00000590865	ENSG00000138175	ARL3	ENSEEEP00000058440	ENSEEEG00000028237	arl3a
ENSP00000511611	ENSG00000038274	MAT2B	ENSEEEP00000038477	ENSEEEG00000018271	MAT2B
ENSP00000330918	ENSG00000184207	PGP	ENSEEEP00000018568	ENSEEEG00000009129	PGP
ENSP00000640152	ENSG00000137055	PLAA	ENSEEEP00000053257	ENSEEEG00000019650	PLAA
ENSP00000290823	ENSG00000159618	ADGRG5	ENSEEEP00000037852	ENSEEEG00000017995	ADGRG3
ENSP00000296438	ENSG00000164049	FBXW12	ENSEEEP00000018272	ENSEEEG00000008977	zgc:171857
ENSP00000449535	ENSG00000111058	ACSS3	ENSEEEP00000061318	ENSEEEG00000024463	ACSS3
ENSP00000742623	ENSG00000100522	GNPNAT1	ENSEEEP00000026101	ENSEEEG00000012638	GNPNAT1
ENSP00000299759	ENSG00000166592	RRAD	ENSEEEP00000039341	ENSEEEG00000018685	RRAD
ENSP00000612985	ENSG00000163754	GYG1	ENSEEEP00000038884	ENSEEEG00000018417	gyg1b
ENSP00000787786	ENSG00000184182	UBE2F	ENSEEEP00000058414	ENSEEEG00000012916	ube2f
ENSP00000264771	ENSG00000127419	TMEM175	ENSEEEP00000000668	ENSEEEG00000000465	TMEM175
ENSP00000054950	ENSG00000049449	RCN1	ENSEEEP00000060348	ENSEEEG00000028727	rcn1
ENSP00000384411	ENSG00000175768	TOMM5	ENSEEEP00000029979	ENSEEEG00000014367	tomm5
ENSP00000531380	ENSG00000172375	C2CD2L	ENSEEEP00000029831	ENSEEEG00000014295	C2CD2L
ENSP00000777313	ENSG00000136240	KDELR2	ENSEEEP00000008734	ENSEEEG00000004529	kdelr2b
ENSP00000528039	ENSG00000103091	WDR59	ENSEEEP00000034745	ENSEEEG00000016513	WDR59
ENSP00000626359	ENSG00000107438	PDLIM1	ENSEEEP00000035887	ENSEEEG00000017072	PDLIM1
ENSP00000625397	ENSG00000107295	SH3GL2	ENSEEEP00000000487	ENSEEEG00000022634	sh3gl2a
ENSP00000624463	ENSG00000108771	DHX58	ENSEEEP00000016761	ENSEEEG00000007964	DHX58
ENSP00000345555	ENSG00000188316	ENO4	ENSEEEP00000046054	ENSEEEG00000021701	ENO4
ENSP00000337513	ENSG00000213523	SRA1	ENSEEEP00000049630	ENSEEEG00000023338	SRA1
ENSP00000346959	ENSG00000139974	SLC38A6	ENSEEEP00000049288	ENSEEEG00000023167	SLC38A6
ENSP00000516709	ENSG00000220201	ZGLP1	ENSEEEP00000009528	ENSEEEG00000004874	zglp1
ENSP00000440504	ENSG00000165185	KIAA1958	ENSEEEP00000023043	ENSEEEG00000011184	si:ch211-126i22.5
ENSP00000327758	ENSG00000183072	NKX2-5	ENSEEEP00000026633	ENSEEEG00000012882	nkx2.5
ENSP00000493623	ENSG00000082074	FYB1	ENSEEEP00000028101	ENSEEEG00000013525	fybb
ENSP00000362869	ENSG00000185681	MORN5	ENSEEEP00000024094	ENSEEEG00000011685	MORN5
ENSP00000419194	ENSG00000215183	MSMP	ENSEEEP00000062656	ENSEEEG00000026886	MSMP
ENSP00000576800	ENSG00000075399	VPS9D1	ENSEEEP00000058264	ENSEEEG00000027667	vps9d1
ENSP00000752475	ENSG00000137135	ARHGEF39	ENSEEEP00000037383	ENSEEEG00000017773	ARHGEF39
ENSP00000420588	ENSG00000108064	TFAM	ENSEEEP00000003585	ENSEEEG00000001963	TFAM
ENSP00000618492	ENSG00000177685	CRACR2B	ENSEEEP00000037747	ENSEEEG00000017943	CRACR2B
ENSP00000371169	ENSG00000120158	RCL1	ENSEEEP00000039948	ENSEEEG00000018935	RCL1
ENSP00000360431	ENSG00000138193	PLCE1	ENSEEEP00000038434	ENSEEEG00000018256	plce1
ENSP00000329287	ENSG00000184602	SNN	ENSEEEP00000055152	ENSEEEG00000027949	SNN
ENSP00000438677	ENSG00000166428	PLD4	ENSEEEP00000045459	ENSEEEG00000021440	PLD4
ENSP00000797030	ENSG00000102910	LONP2	ENSEEEP00000030579	ENSEEEG00000014648	LONP2
ENSP00000597491	ENSG00000110025	SNX15	ENSEEEP00000004102	ENSEEEG00000002178	SNX15
ENSP00000534531	ENSG00000108479	GALK1	ENSEEEP00000011269	ENSEEEG00000005712	GALK1
ENSP00000322238	ENSG00000179933	C14orf119	ENSEEEP00000040865	ENSEEEG00000019361	C14orf119
ENSP00000555353	ENSG00000165695	AK8	ENSEEEP00000051293	ENSEEEG00000024066	AK8
ENSP00000434286	ENSG00000175390	EIF3F	ENSEEEP00000025001	ENSEEEG00000012037	EIF3F
ENSP00000521502	ENSG00000130713	EXOSC2	ENSEEEP00000010714	ENSEEEG00000005420	EXOSC2
ENSP00000521133	ENSG00000189079	ARID2	ENSEEEP00000055502	ENSEEEG00000007126	ARID2
ENSP00000516604	ENSG00000110514	MADD	ENSEEEP00000044509	ENSEEEG00000020444	MADD
ENSP00000361278	ENSG00000170788	DYDC1	ENSEEEP00000055717	ENSEEEG00000016102	AKT1S1
ENSP00000357575	ENSG00000171811	CFAP46	ENSEEEP00000035468	ENSEEEG00000016882	
ENSP00000243878	ENSG00000124074	ENKD1	ENSEEEP00000004855	ENSEEEG00000002537	ENKD1
ENSP00000489189	ENSG00000107262	BAG1	ENSEEEP00000018303	ENSEEEG00000008992	BAG1
ENSP00000258106	ENSG00000135638	EMX1	ENSEEEP00000000115	ENSEEEG00000000081	EMX1
ENSP00000283875	ENSG00000153767	GTF2E1	ENSEEEP00000039207	ENSEEEG00000018634	GTF2E1
ENSP00000455265	ENSG00000103168	TAF1C	ENSEEEP00000007789	ENSEEEG00000004074	wu:fj64h06
ENSP00000355177	ENSG00000198853	RUSC2	ENSEEEP00000034335	ENSEEEG00000016333	RUSC2
ENSP00000754736	ENSG00000126870	DYNC2I1	ENSEEEP00000026998	ENSEEEG00000013035	pld7
ENSP00000796982	ENSG00000084764	MAPRE3	ENSEEEP00000003646	ENSEEEG00000001988	mapre3a
ENSP00000331152	ENSG00000119950	MXI1	ENSEEEP00000020688	ENSEEEG00000010088	MXI1
ENSP00000377971	ENSG00000160117	ANKLE1	ENSEEEP00000062837	ENSEEEG00000025572	
ENSP00000327675	ENSG00000185028	LRRC14B	ENSEEEP00000018158	ENSEEEG00000008931	LRRC14B
ENSP00000547985	ENSG00000113719	ERGIC1	ENSEEEP00000017761	ENSEEEG00000008765	ERGIC1
ENSP00000362485	ENSG00000136895	GARNL3	ENSEEEP00000014058	ENSEEEG00000006987	GARNL3
ENSP00000395595	ENSG00000106013	ANKRD7	ENSEEEP00000016750	ENSEEEG00000008305	si:ch211-272n13.3
ENSP00000588661	ENSG00000164615	CAMLG	ENSEEEP00000003016	ENSEEEG00000001712	CAMLG
ENSP00000357798	ENSG00000154485	MMP21	ENSEEEP00000007970	ENSEEEG00000004159	mmp21
ENSP00000534487	ENSG00000165629	ATP5F1C	ENSEEEP00000032239	ENSEEEG00000015374	ATP5F1C
ENSP00000558527	ENSG00000115282	TTC31	ENSEEEP00000006177	ENSEEEG00000003295	zgc:123010
ENSP00000297991	ENSG00000165272	AQP3	ENSEEEP00000007968	ENSEEEG00000004158	aqp3a
ENSP00000548533	ENSG00000122735	DNAI1	ENSEEEP00000008194	ENSEEEG00000004241	DNAI1
ENSP00000719801	ENSG00000076928	ARHGEF1	ENSEEEP00000043095	ENSEEEG00000020280	mre11a
ENSP00000341819	ENSG00000188730	VWC2	ENSEEEP00000010234	ENSEEEG00000005186	VWC2
ENSP00000223836	ENSG00000106992	AK1	ENSEEEP00000032863	ENSEEEG00000015642	AK1
ENSP00000567039	ENSG00000106603	COA1	ENSEEEP00000056097	ENSEEEG00000025562	rpl37
ENSP00000625750	ENSG00000182010	RTKN2	ENSEEEP00000012478	ENSEEEG00000006266	rtkn2a
ENSP00000324510	ENSG00000007516	BAIAP3	ENSEEEP00000057166	ENSEEEG00000001094	baiap3
ENSP00000594769	ENSG00000141569	TRIM65	ENSEEEP00000048502	ENSEEEG00000022823	TRIM65
ENSP00000582443	ENSG00000175826	CTDNEP1	ENSEEEP00000034015	ENSEEEG00000016202	ctdnep1a
ENSP00000384513	ENSG00000138075	ABCG5	ENSEEEP00000015327	ENSEEEG00000007617	ABCG5
ENSP00000720584	ENSG00000198467	TPM2	ENSEEEP00000063832	ENSEEEG00000020339	tpm2
ENSP00000560256	ENSG00000145730	PAM	ENSEEEP00000063192	ENSEEEG00000019915	PAM
ENSP00000243501	ENSG00000123739	PLA2G12A	ENSEEEP00000018483	ENSEEEG00000009080	PLA2G12A
ENSP00000636061	ENSG00000011143	MKS1	ENSEEEP00000054058	ENSEEEG00000021090	MKS1
ENSP00000725287	ENSG00000163644	PPM1K	ENSEEEP00000044354	ENSEEEG00000020951	PPM1K
ENSP00000772895	ENSG00000197756	RPL37A	ENSEEEP00000002593	ENSEEEG00000001471	RPL37A
ENSP00000641085	ENSG00000224982	TMEM233	ENSEEEP00000050743	ENSEEEG00000023842	TMEM233
ENSP00000508995	ENSG00000009307	CSDE1	ENSEEEP00000049649	ENSEEEG00000023042	CSDE1
ENSP00000311733	ENSG00000174600	CMKLR1	ENSEEEP00000037075	ENSEEEG00000017608	fpr1
ENSP00000548578	ENSG00000139428	MMAB	ENSEEEP00000031950	ENSEEEG00000015245	MMAB
ENSP00000264498	ENSG00000138685	FGF2	ENSEEEP00000053466	ENSEEEG00000028387	FGF2
ENSP00000378418	ENSG00000217236	SP9	ENSEEEP00000009668	ENSEEEG00000004927	SP9
ENSP00000319118	ENSG00000180613	GSX2	ENSEEEP00000041468	ENSEEEG00000019610	GSX2
ENSP00000628746	ENSG00000108878	CACNG1	ENSEEEP00000008893	ENSEEEG00000004590	cacng1b
ENSP00000695464	ENSG00000002919	SNX11	ENSEEEP00000060107	ENSEEEG00000025147	snx11
ENSP00000583334	ENSG00000138399	FASTKD1	ENSEEEP00000054075	ENSEEEG00000018549	fastkd1
ENSP00000206380	ENSG00000091947	TMEM101	ENSEEEP00000007788	ENSEEEG00000004075	TMEM101
ENSP00000508312	ENSG00000188729	OSTN	ENSEEEP00000003224	ENSEEEG00000001814	OSTN
ENSP00000280187	ENSG00000150625	GPM6A	ENSEEEP00000012737	ENSEEEG00000006389	gpm6aa
ENSP00000344242	ENSG00000128606	LRRC17	ENSEEEP00000019981	ENSEEEG00000009769	LRRC17
ENSP00000353735	ENSG00000197579	TOPORS	ENSEEEP00000037056	ENSEEEG00000017598	
ENSP00000363255	ENSG00000138835	RGS3	ENSEEEP00000051392	ENSEEEG00000024117	rgs3b
ENSP00000266659	ENSG00000139278	GLIPR1	ENSEEEP00000042913	ENSEEEG00000020247	GLIPR1
ENSP00000534629	ENSG00000109775	UFSP2	ENSEEEP00000004290	ENSEEEG00000002266	UFSP2
ENSP00000302898	ENSG00000105146	AURKC	ENSEEEP00000017479	ENSEEEG00000008649	AURKB
ENSP00000609726	ENSG00000061794	MRPS35	ENSEEEP00000056628	ENSEEEG00000026061	MRPS35
ENSP00000537539	ENSG00000087076	HSD17B14	ENSEEEP00000004305	ENSEEEG00000002258	HSD17B14
ENSP00000479679	ENSG00000135253	KCP	ENSEEEP00000060726	ENSEEEG00000015536	NOTCH3
ENSP00000778218	ENSG00000103089	FA2H	ENSEEEP00000034926	ENSEEEG00000016613	FA2H
ENSP00000332413	ENSG00000127325	BEST3	ENSEEEP00000043185	ENSEEEG00000020390	BEST3
ENSP00000370460	ENSG00000153015	CWC27	ENSEEEP00000023100	ENSEEEG00000011208	CWC27
ENSP00000505728	ENSG00000079432	CIC	ENSEEEP00000007185	ENSEEEG00000003788	cicb
ENSP00000796004	ENSG00000170275	CRTAP	ENSEEEP00000062376	ENSEEEG00000013913	CRTAP
ENSP00000557800	ENSG00000175336	APOF	ENSEEEP00000009336	ENSEEEG00000004791	APOF
ENSP00000555165	ENSG00000089053	ANAPC5	ENSEEEP00000001428	ENSEEEG00000000935	ANAPC5
ENSP00000694229	ENSG00000144802	NFKBIZ	ENSEEEP00000024524	ENSEEEG00000011887	NFKBIZ
ENSP00000558228	ENSG00000183207	RUVBL2	ENSEEEP00000028948	ENSEEEG00000013830	RUVBL2
ENSP00000605846	ENSG00000160446	ZDHHC12	ENSEEEP00000031537	ENSEEEG00000015088	zdhhc12a
ENSP00000329684	ENSG00000182687	GALR2	ENSEEEP00000021831	ENSEEEG00000010608	galr2a
ENSP00000285013	ENSG00000154760	SLFN13	ENSEEEP00000034382	ENSEEEG00000016366	
ENSP00000549648	ENSG00000197150	ABCB8	ENSEEEP00000001545	ENSEEEG00000000996	ABCB8
ENSP00000490375	ENSG00000261210	CLEC19A	ENSEEEP00000028862	ENSEEEG00000013863	CLEC19A
ENSP00000351475	ENSG00000115687	PASK	ENSEEEP00000063893	ENSEEEG00000026225	PLEKHM1
ENSP00000289805	ENSG00000158792	SPATA2L	ENSEEEP00000025984	ENSEEEG00000012589	
ENSP00000373206	ENSG00000163378	EOGT	ENSEEEP00000023693	ENSEEEG00000011470	EOGT
ENSP00000367356	ENSG00000148468	FAM171A1	ENSEEEP00000054361	ENSEEEG00000003277	FAM171A1
ENSP00000713456	ENSG00000159069	FBXW5	ENSEEEP00000042658	ENSEEEG00000020136	FBXW5
ENSP00000426976	ENSG00000243678	NME2	ENSEEEP00000034949	ENSEEEG00000016628	
ENSP00000496918	ENSG00000183346	CABCOCO1	ENSEEEP00000000184	ENSEEEG00000000141	otub1b
ENSP00000618838	ENSG00000165832	TRUB1	ENSEEEP00000012257	ENSEEEG00000006168	TRUB1
ENSP00000521172	ENSG00000197562	RAB40C	ENSEEEP00000055347	ENSEEEG00000028941	RAB40C
ENSP00000518810	ENSG00000162009	SSTR5	ENSEEEP00000037541	ENSEEEG00000017857	SSTR5
ENSP00000310182	ENSG00000174749	FAM241A	ENSEEEP00000045811	ENSEEEG00000021596	FAM241A
ENSP00000301455	ENSG00000167772	ANGPTL4	ENSEEEP00000036906	ENSEEEG00000017528	ANGPTL4
ENSP00000327994	ENSG00000146755	TRIM50	ENSEEEP00000049964	ENSEEEG00000023488	TRIM50
ENSP00000273480	ENSG00000114125	RNF7	ENSEEEP00000052961	ENSEEEG00000026482	RNF7
ENSP00000307280	ENSG00000168530	MYL1	ENSEEEP00000038407	ENSEEEG00000018243	MYL1
ENSP00000521437	ENSG00000150712	MTMR12	ENSEEEP00000048589	ENSEEEG00000022864	MTMR12
ENSP00000379217	ENSG00000103353	UBFD1	ENSEEEP00000001099	ENSEEEG00000000733	UBFD1
ENSP00000626070	ENSG00000177728	TMEM94	ENSEEEP00000034545	ENSEEEG00000016077	TMEM94
ENSP00000222224	ENSG00000105617	LENG1	ENSEEEP00000051096	ENSEEEG00000023994	LENG1
ENSP00000529843	ENSG00000105479	ODAD1	ENSEEEP00000049797	ENSEEEG00000023407	ccdc114
ENSP00000614511	ENSG00000115750	TAF1B	ENSEEEP00000020958	ENSEEEG00000010218	TAF1B
ENSP00000219782	ENSG00000103495	MAZ	ENSEEEP00000008172	ENSEEEG00000004260	maza
ENSP00000556022	ENSG00000196814	MVB12B	ENSEEEP00000041295	ENSEEEG00000019541	mvb12ba
ENSP00000454370	ENSG00000240204	SMKR1	ENSEEEP00000001906	ENSEEEG00000001196	SMKR1
ENSP00000497271	ENSG00000115267	IFIH1	ENSEEEP00000050306	ENSEEEG00000023642	IFIH1
ENSP00000614332	ENSG00000148225	WDR31	ENSEEEP00000019507	ENSEEEG00000009565	WDR31
ENSP00000303522	ENSG00000115353	TACR1	ENSEEEP00000044245	ENSEEEG00000020903	tacr1b
ENSP00000326879	ENSG00000082213	C5orf22	ENSEEEP00000000478	ENSEEEG00000000342	C5orf22
ENSP00000410245	ENSG00000137266	SLC22A23	ENSEEEP00000044321	ENSEEEG00000020940	SLC22A23
ENSP00000396123	ENSG00000139160	ETFBKMT	ENSEEEP00000053889	ENSEEEG00000025745	etfbkmt
ENSP00000587170	ENSG00000131732	ZCCHC9	ENSEEEP00000005813	ENSEEEG00000003082	ZCCHC9
ENSP00000199448	ENSG00000086289	EPDR1	ENSEEEP00000050119	ENSEEEG00000023577	EPDR1
ENSP00000448665	ENSG00000175197	DDIT3	ENSEEEP00000055719	ENSEEEG00000021651	DDIT3
ENSP00000559488	ENSG00000106537	TSPAN13	ENSEEEP00000037637	ENSEEEG00000017907	tspan13b
ENSP00000386125	ENSG00000140691	ARMC5	ENSEEEP00000028902	ENSEEEG00000013873	ARMC5
ENSP00000386651	ENSG00000180398	MCFD2	ENSEEEP00000021393	ENSEEEG00000010425	MCFD2
ENSP00000384701	ENSG00000170419	VSTM2A	ENSEEEP00000015392	ENSEEEG00000007643	VSTM2A
ENSP00000480195	ENSG00000172179	PRL	ENSEEEP00000033906	ENSEEEG00000016146	PRL
ENSP00000429690	ENSG00000113732	ATP6V0E1	ENSEEEP00000024823	ENSEEEG00000012025	atpv0e2
ENSP00000318821	ENSG00000179562	GCC1	ENSEEEP00000019414	ENSEEEG00000009511	GCC1
ENSP00000576874	ENSG00000126522	ASL	ENSEEEP00000011244	ENSEEEG00000005564	asl
ENSP00000296632	ENSG00000164211	STARD4	ENSEEEP00000028362	ENSEEEG00000013637	STARD4
ENSP00000230122	ENSG00000112365	ZBTB24	ENSEEEP00000000116	ENSEEEG00000000080	GZF1
ENSP00000343464	ENSG00000187821	HELT	ENSEEEP00000003034	ENSEEEG00000001719	helt
ENSP00000580359	ENSG00000115363	EVA1A	ENSEEEP00000044881	ENSEEEG00000021183	EVA1A
ENSP00000628753	ENSG00000107951	MTPAP	ENSEEEP00000049208	ENSEEEG00000023122	MTPAP
ENSP00000348931	ENSG00000164434	FABP7	ENSEEEP00000026050	ENSEEEG00000012613	fabp7a
ENSP00000742167	ENSG00000221829	FANCG	ENSEEEP00000047492	ENSEEEG00000022348	FANCG
ENSP00000416534	ENSG00000145833	DDX46	ENSEEEP00000002788	ENSEEEG00000001161	DDX46
ENSP00000380024	ENSG00000111653	ING4	ENSEEEP00000015794	ENSEEEG00000007813	ING4
ENSP00000355631	ENSG00000115507	OTX1	ENSEEEP00000010055	ENSEEEG00000005101	OTX1
ENSP00000506866	ENSG00000172893	DHCR7	ENSEEEP00000037857	ENSEEEG00000017999	DHCR7
ENSP00000259748	ENSG00000137218	FRS3	ENSEEEP00000020049	ENSEEEG00000009807	FRS3
ENSP00000406197	ENSG00000170915	PAQR8	ENSEEEP00000013478	ENSEEEG00000006743	paqr7b
ENSP00000346160	ENSG00000162999	DUSP19	ENSEEEP00000012063	ENSEEEG00000006090	dusp19a
ENSP00000605202	ENSG00000047188	YTHDC2	ENSEEEP00000036038	ENSEEEG00000017008	YTHDC2
ENSP00000576841	ENSG00000129347	KRI1	ENSEEEP00000016216	ENSEEEG00000008024	KRI1
ENSP00000344942	ENSG00000175970	UNC119B	ENSEEEP00000050766	ENSEEEG00000023851	unc119.1
ENSP00000497413	ENSG00000179941	BBS10	ENSEEEP00000014224	ENSEEEG00000007068	bbs10
ENSP00000262225	ENSG00000086598	TMED2	ENSEEEP00000049571	ENSEEEG00000023308	TMED2
ENSP00000776356	ENSG00000163683	SMIM14	ENSEEEP00000013858	ENSEEEG00000006892	SMIM14
ENSP00000736151	ENSG00000168374	ARF4	ENSEEEP00000014272	ENSEEEG00000007086	ARF5
ENSP00000435576	ENSG00000148950	IMMP1L	ENSEEEP00000051590	ENSEEEG00000024223	IMMP1L
ENSP00000738794	ENSG00000055950	MRPL43	ENSEEEP00000011279	ENSEEEG00000005715	MRPL43
ENSP00000636696	ENSG00000163002	NUP35	ENSEEEP00000045540	ENSEEEG00000021491	NUP35
ENSP00000465204	ENSG00000176563	CNTD1	ENSEEEP00000008159	ENSEEEG00000004251	CNTD1
ENSP00000259938	ENSG00000137392	CLPS	ENSEEEP00000016632	ENSEEEG00000008234	CLPS
ENSP00000358207	ENSG00000148704	VAX1	ENSEEEP00000046184	ENSEEEG00000021760	VAX1
ENSP00000311032	ENSG00000164305	CASP3	ENSEEEP00000003573	ENSEEEG00000001896	casp3a
ENSP00000537050	ENSG00000155629	PIK3AP1	ENSEEEP00000008264	ENSEEEG00000004325	PIK3AP1
ENSP00000449747	ENSG00000139620	KANSL2	ENSEEEP00000041324	ENSEEEG00000019529	KANSL2
ENSP00000369145	ENSG00000137074	APTX	ENSEEEP00000008552	ENSEEEG00000004436	APTX
ENSP00000572533	ENSG00000130005	GAMT	ENSEEEP00000030231	ENSEEEG00000014494	GAMT
ENSP00000498116	ENSG00000105880	DLX5	ENSEEEP00000046748	ENSEEEG00000022016	dlx5a
ENSP00000507497	ENSG00000174776	WDR49	ENSEEEP00000032092	ENSEEEG00000015308	FBXW8
ENSP00000537732	ENSG00000127328	RAB3IP	ENSEEEP00000057575	ENSEEEG00000020398	rab3ip
ENSP00000378176	ENSG00000164023	SGMS2	ENSEEEP00000023496	ENSEEEG00000011393	sgms2a
ENSP00000253669	ENSG00000131351	HAUS8	ENSEEEP00000024840	ENSEEEG00000012034	si:ch211-153a8.4
ENSP00000546411	ENSG00000029725	RABEP1	ENSEEEP00000009566	ENSEEEG00000004821	RABEP1
ENSP00000605435	ENSG00000106355	LSM5	ENSEEEP00000042959	ENSEEEG00000020277	LSM5
ENSP00000423505	ENSG00000137473	TTC29	ENSEEEP00000005827	ENSEEEG00000003073	TTC29
ENSP00000258200	ENSG00000135722	FBXL8	ENSEEEP00000034856	ENSEEEG00000016579	Fbxl8
ENSP00000354952	ENSG00000033327	GAB2	ENSEEEP00000043632	ENSEEEG00000020625	GAB2
ENSP00000569864	ENSG00000138777	PPA2	ENSEEEP00000048093	ENSEEEG00000022651	PPA2
ENSP00000408628	ENSG00000155660	PDIA4	ENSEEEP00000035214	ENSEEEG00000016745	PDIA4
ENSP00000219315	ENSG00000103037	SETD6	ENSEEEP00000013164	ENSEEEG00000006612	SETD6
ENSP00000605905	ENSG00000062822	POLD1	ENSEEEP00000002245	ENSEEEG00000000632	POLD1
ENSP00000543387	ENSG00000156374	PCGF6	ENSEEEP00000047435	ENSEEEG00000022322	pcgf6
ENSP00000454977	ENSG00000187741	FANCA	ENSEEEP00000063084	ENSEEEG00000028122	FANCA
ENSP00000552145	ENSG00000094916	CBX5	ENSEEEP00000059106	ENSEEEG00000028519	CBX5
ENSP00000251241	ENSG00000108406	DHX40	ENSEEEP00000003460	ENSEEEG00000001927	DHX40
ENSP00000620981	ENSG00000166250	CLMP	ENSEEEP00000022954	ENSEEEG00000011141	clmpa
ENSP00000602775	ENSG00000151465	CDC123	ENSEEEP00000029577	ENSEEEG00000014161	CDC123
ENSP00000269582	ENSG00000141744	PNMT	ENSEEEP00000047857	ENSEEEG00000022527	
ENSP00000596398	ENSG00000198522	GPN1	ENSEEEP00000027777	ENSEEEG00000013375	GPN1
ENSP00000363553	ENSG00000198121	LPAR1	ENSEEEP00000056477	ENSEEEG00000027059	LPAR1
ENSP00000552215	ENSG00000103148	NPRL3	ENSEEEP00000002717	ENSEEEG00000001387	NPRL3
ENSP00000721046	ENSG00000163110	PDLIM5	ENSEEEP00000019831	ENSEEEG00000009704	pdlim5b
ENSP00000451211	ENSG00000139350	NEDD1	ENSEEEP00000045685	ENSEEEG00000021542	NEDD1
ENSP00000269394	ENSG00000141579	ZNF750	ENSEEEP00000060883	ENSEEEG00000020510	ZNF750
ENSP00000599693	ENSG00000108370	RGS9	ENSEEEP00000053858	ENSEEEG00000011513	rgs9b
ENSP00000601972	ENSG00000112312	GMNN	ENSEEEP00000063850	ENSEEEG00000026809	GMNN
ENSP00000598113	ENSG00000011523	CEP68	ENSEEEP00000005026	ENSEEEG00000002615	CEP68
ENSP00000577433	ENSG00000148218	ALAD	ENSEEEP00000053397	ENSEEEG00000020138	ALAD
ENSP00000773308	ENSG00000112539	C6orf118	ENSEEEP00000021252	ENSEEEG00000010358	
ENSP00000790087	ENSG00000148450	MSRB2	ENSEEEP00000035161	ENSEEEG00000016732	MSRB2
ENSP00000791987	ENSG00000112357	PEX7	ENSEEEP00000036864	ENSEEEG00000017466	PEX7
ENSP00000630633	ENSG00000111731	C2CD5	ENSEEEP00000032720	ENSEEEG00000015592	C2CD5
ENSP00000431355	ENSG00000176102	CSTF3	ENSEEEP00000002604	ENSEEEG00000001218	CSTF3
ENSP00000595624	ENSG00000065518	NDUFB4	ENSEEEP00000018448	ENSEEEG00000009065	NDUFB4
ENSP00000640423	ENSG00000108094	CUL2	ENSEEEP00000012200	ENSEEEG00000005706	CUL2
ENSP00000385609	ENSG00000115762	PLEKHB2	ENSEEEP00000036122	ENSEEEG00000029080	PLEKHB2
ENSP00000256497	ENSG00000134109	EDEM1	ENSEEEP00000012367	ENSEEEG00000006203	EDEM1
ENSP00000531021	ENSG00000019144	PHLDB1	ENSEEEP00000030383	ENSEEEG00000014556	klc1a
ENSP00000432799	ENSG00000145050	MANF	ENSEEEP00000020935	ENSEEEG00000010208	MANF
ENSP00000795039	ENSG00000116667	C1orf21	ENSEEEP00000056431	ENSEEEG00000027203	zgc:55943
ENSP00000570426	ENSG00000176248	ANAPC2	ENSEEEP00000020731	ENSEEEG00000010109	ANAPC2
ENSP00000557983	ENSG00000155393	HEATR3	ENSEEEP00000003151	ENSEEEG00000001774	HEATR3
ENSP00000365253	ENSG00000162494	LRRC38	ENSEEEP00000027639	ENSEEEG00000013314	LRRC38
ENSP00000352447	ENSG00000182795	C1orf116	ENSEEEP00000024978	ENSEEEG00000012113	mapta
ENSP00000463411	ENSG00000141295	SCRN2	ENSEEEP00000024716	ENSEEEG00000011964	SCRN2
ENSP00000423046	ENSG00000163885	CFAP100	ENSEEEP00000005405	ENSEEEG00000002828	CFAP100
ENSP00000357384	ENSG00000179085	DPM3	ENSEEEP00000013255	ENSEEEG00000006645	dpm3
ENSP00000398236	ENSG00000176040	TMPRSS7	ENSEEEP00000062272	ENSEEEG00000028653	
ENSP00000387077	ENSG00000150556	LYPD6B	ENSEEEP00000055339	ENSEEEG00000022725	LYPD6B
ENSP00000761748	ENSG00000161920	MED11	ENSEEEP00000053682	ENSEEEG00000028682	MED11
ENSP00000362469	ENSG00000136856	SLC2A8	ENSEEEP00000047279	ENSEEEG00000022252	SLC2A8
ENSP00000611540	ENSG00000169129	AFAP1L2	ENSEEEP00000012264	ENSEEEG00000006174	AFAP1L2
